region_schema,region_parent,region_child,agerange,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02
pt_municipality,pt,figueiró dos vinhos,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,34,0,0,0,0
pt_municipality,pt,fornos de algodres,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,freixo de espada à cinta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,-4,0,0,0,0
pt_municipality,pt,fronteira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,0,0,0,0,0,4,0,0,0,0
pt_municipality,pt,funchal,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,37,0,0,0,0,0,29,0,0,0,0
pt_municipality,pt,fundão,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-45,0,0,0,0,0,-6,0,0,0,0
pt_municipality,pt,gavião,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0
pt_municipality,pt,golegã,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-7,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,gondomar,,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-113,0,0,0,0,0,-83,0,0,0,0
pt_municipality,pt,gouveia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,grândola,,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,20,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,guarda,,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-22,0,0,0,0,0,83,0,0,0,0
pt_municipality,pt,góis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-4,0,0,0,0
pt_municipality,pt,horta,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,3,0,0,0,0
pt_municipality,pt,idanha-a-nova,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,45,0,0,0,0
pt_municipality,pt,lagoa,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,-17,0,0,0,0,0,-8,0,0,0,0
pt_municipality,pt,lagos,,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,-34,0,0,0,0,0,6,0,0,0,0
pt_municipality,pt,lajes das flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,lajes do pico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,lamego,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-10,0,0,0,0,0,-23,0,0,0,0
pt_municipality,pt,leiria,,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,76,0,0,0,0,0,140,0,0,0,0
pt_municipality,pt,lisboa,,0,0,0,156,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,131,-61,0,0,0,0,0,-46,0,0,0,0
pt_municipality,pt,loulé,,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,-108,108,6,0,0,0,0,0,0,14,18,0,0,0,0,0,-19,0,0,0,0
pt_municipality,pt,loures,,0,0,0,109,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,44,-310,0,0,0,0,0,288,0,0,0,0
pt_municipality,pt,lourinhã,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,42,0,0,0,0,0,22,0,0,0,0
pt_municipality,pt,lousada,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,-159,0,0,0,0,0,-101,0,0,0,0
pt_municipality,pt,lousã,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-35,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,macedo de cavaleiros,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-24,0,0,0,0,0,51,0,0,0,0
pt_municipality,pt,machico,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0
pt_municipality,pt,madalena,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,mafra,,0,0,0,32,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,17,31,0,0,0,0,0,6,0,0,0,0
pt_municipality,pt,maia,,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,-83,0,0,0,0,0,-118,0,0,0,0
pt_municipality,pt,mangualde,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,56,0,0,0,0
pt_municipality,pt,manteigas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0
pt_municipality,pt,marco de canaveses,,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,32,0,0,0,0,0,-41,0,0,0,0
pt_municipality,pt,marinha grande,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0
pt_municipality,pt,marvão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,-14,0,0,0,0
pt_municipality,pt,matosinhos,,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,-144,0,0,0,0,0,-122,0,0,0,0
pt_municipality,pt,mação,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,-9,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,mealhada,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,31,0,0,0,0,0,7,0,0,0,0
pt_municipality,pt,melgaço,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,mesão frio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,mira,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,miranda do corvo,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-27,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,miranda do douro,,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,11,0,0,0,0,0,12,0,0,0,0
pt_municipality,pt,mirandela,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,7,0,0,0,0
pt_municipality,pt,mogadouro,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0
pt_municipality,pt,moimenta da beira,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,-11,0,0,0,0
pt_municipality,pt,moita,,0,0,0,41,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19,91,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,monchique,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,mondim de basto,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,-65,0,0,0,0,0,-19,0,0,0,0
pt_municipality,pt,monforte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,montalegre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,33,0,0,0,0
pt_municipality,pt,montemor-o-novo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,-15,0,0,0,0
