region_schema,region_parent,region_child,agerange,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-09-01,2020-09-02,2020-09-03
admin_1,es,es-cl,,,,,,,,,,,,,,,,,,,,,1,0,0,20,50,0,186,81,114,153,169,179,220,260,366,391,434,512,251,218,322,256,265,213,220,136,139,142,201,151,143,140,120,98,131,143,69,313,150,99,94,90,133,109,49,98,50,74,77,103,53,44,31,38,30,93,54,57,37,74,14,11,24,43,35,54,41,27,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-cm,,,,,,,,,,,,,,,,,,,10,15,26,56,63,56,72,83,96,135,118,247,128,284,341,229,286,407,433,324,268,489,403,392,324,250,218,193,236,246,173,181,104,133,742,48,66,91,31,75,44,36,26,44,61,38,43,32,27,20,59,44,51,27,31,22,27,40,31,32,39,28,23,22,23,17,21,26,27,12,16,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-ct,,,,,,,,,,,,,,,,,,,15,19,24,63,63,87,88,150,154,146,169,687,236,241,1051,1140,1022,1343,1240,493,679,799,1521,952,703,1150,547,460,385,592,735,810,414,578,191,261,1040,289,689,771,222,140,421,499,352,483,290,1245,134,431,316,217,169,117,208,64,424,340,163,360,79,97,36,318,129,38,34,0,61,21,38,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-ex,,,,,,,,,,,,,,,,,,,,,2,0,0,4,2,4,9,11,17,17,30,8,8,104,74,53,62,61,38,56,39,49,57,41,21,40,9,35,106,45,49,22,22,18,41,31,26,28,38,28,21,22,26,38,34,33,10,15,21,24,15,27,11,15,11,21,14,14,17,16,14,12,17,7,11,0,3,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-ga,,,,,,,,,,,,,,,,,,,,,0,8,17,0,17,0,14,37,38,30,59,43,68,74,91,54,349,137,104,103,88,109,183,137,64,85,52,46,80,71,50,91,38,59,68,23,41,19,36,19,43,22,20,13,10,7,4,6,2,11,12,10,5,8,10,19,22,19,24,10,16,3,4,6,6,2,3,8,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-ib,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,5,3,2,17,12,19,8,40,37,41,32,46,61,8,46,69,49,70,47,30,18,22,26,20,26,1,27,6,15,30,15,33,32,18,8,23,18,17,18,17,4,0,12,5,3,8,4,5,3,8,12,4,0,0,0,0,1,5,0,5,0,2,0,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-mc,,,,,,,,,,,,,,,,,,,,,0,3,0,5,0,5,4,14,11,14,17,2,19,28,45,37,22,29,5,18,21,85,16,29,13,21,32,15,18,0,0,4,6,23,8,1,10,26,1,0,2,8,2,1,0,2,0,2,6,2,1,1,2,4,5,0,2,7,3,0,3,0,1,6,3,1,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-md,,,,,,,,,,,,,,,,,,,,,297,422,409,508,540,567,620,940,1315,1346,1528,1708,1282,1244,1727,2069,2005,2213,1814,788,640,1559,1213,1095,1122,948,619,445,933,791,708,559,508,347,288,563,600,397,378,344,191,167,292,217,227,153,133,73,427,226,217,164,140,144,110,180,128,145,132,123,91,85,121,106,95,100,70,56,67,72,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-ml,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,1,3,4,0,0,2,2,2,4,2,3,0,5,0,2,3,1,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-nc,,,,,,,,,,,,,,,,,,,,,7,11,0,6,24,14,21,39,40,50,66,51,66,101,143,83,95,69,59,80,85,61,103,57,58,33,56,38,0,94,21,22,30,12,26,21,29,48,14,13,21,17,13,8,22,5,0,3,6,14,12,2,7,4,5,10,10,0,6,2,6,10,3,3,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-pv,,,,,,,,,,,,,,,,,,,,,44,33,0,83,0,47,44,102,95,104,334,264,173,152,330,363,342,494,321,167,212,281,196,239,144,128,62,126,148,160,112,145,75,57,71,113,76,91,56,23,32,60,59,55,60,51,31,25,40,39,46,52,33,27,17,45,16,21,47,37,20,7,26,39,15,2,4,1,5,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-ri,,,,,,,,,,,,,,,,,,,,,8,6,11,20,6,18,17,22,1,6,6,32,40,48,62,72,70,39,20,58,44,41,78,67,50,33,30,37,42,50,35,40,19,11,30,25,19,23,19,14,15,21,13,13,16,20,12,8,13,11,9,6,7,3,3,6,5,6,4,1,1,3,3,3,4,2,6,0,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,es,es-vc,,4,3,5,11,9,5,10,5,7,3,5,12,12,13,8,8,7,18,29,32,39,36,32,51,66,74,117,130,170,189,175,251,280,255,260,249,167,141,197,142,136,103,68,60,48,30,15,102,172,145,17,120,128,68,59,81,103,73,46,39,30,21,28,33,35,19,14,26,24,30,27,28,23,10,11,27,35,30,37,1,5,10,19,26,20,19,15,269,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
