region_schema,region_parent,region_child,agerange,2020-09-03,2020-09-14,2020-09-23
cn_city,cn,宁夏回族自治区,,,,75
cn_city,cn,安徽省,,,,991
cn_city,cn,山东省,,,,832
cn_city,cn,山西省,,,,203
cn_city,cn,广东省,,,,1807
cn_city,cn,广西壮族自治区,,,,259
cn_city,cn,新疆维吾尔自治区,,,,902
cn_city,cn,未公布来源,,,,4
cn_city,cn,未确定地区,,,,2
cn_city,cn,江苏省,,,,666
cn_city,cn,江西省,,,,935
cn_city,cn,河北省,,,,365
cn_city,cn,河南省,,,,1280
cn_city,cn,浙江省,,,,1282
cn_city,cn,海南省,,,,171
cn_city,cn,湖北省,,,,68139
cn_city,cn,湖南省,,,,1019
cn_city,cn,甘肃省,,,,170
cn_city,cn,福建省,,,,396
cn_city,cn,西藏自治区,,,,1
cn_city,cn,贵州省,,,,147
cn_city,cn,辽宁省,,,,267
cn_city,cn,重庆市,,,,584
cn_city,cn,陕西省,,,,402
cn_city,cn,青海省,,,,18
cn_city,cn,黑龙江省,,,,948
