region_schema,region_parent,region_child,agerange,2020-09-14,2020-09-16
cn_city,cn,421300,,1307,1307
cn_city,cn,422800,,252,252
cn_city,cn,429006,,496,496
cn_city,cn,429021,,11,11
cn_city,cn,430100,,242,242
cn_city,cn,430200,,80,80
cn_city,cn,430300,,36,36
cn_city,cn,430400,,48,48
cn_city,cn,430500,,102,102
cn_city,cn,430600,,156,156
cn_city,cn,430700,,82,82
cn_city,cn,430800,,5,5
cn_city,cn,430900,,60,60
cn_city,cn,431000,,40,40
cn_city,cn,431100,,44,44
cn_city,cn,431200,,40,40
cn_city,cn,431300,,76,76
cn_city,cn,433100,,8,8
cn_city,cn,440100,,657,679
cn_city,cn,440200,,10,10
cn_city,cn,440600,,100,101
cn_city,cn,441300,,62,62
cn_city,cn,441400,,17,17
cn_city,cn,441600,,5,5
cn_city,cn,441800,,12,12
cn_city,cn,441900,,100,100
cn_city,cn,442000,,69,69
cn_city,cn,450100,,55,55
cn_city,cn,450200,,24,24
cn_city,cn,450300,,32,32
cn_city,cn,450400,,5,5
cn_city,cn,450600,,19,19
cn_city,cn,450800,,8,8
cn_city,cn,450900,,11,11
cn_city,cn,451100,,4,4
cn_city,cn,451200,,28,28
cn_city,cn,451300,,11,11
cn_city,cn,460100,,39,39
cn_city,cn,460200,,57,57
cn_city,cn,469002,,6,6
cn_city,cn,469006,,13,13
cn_city,cn,469007,,3,3
cn_city,cn,469021,,3,3
cn_city,cn,469023,,9,9
cn_city,cn,469024,,6,6
cn_city,cn,469026,,7,7
cn_city,cn,469027,,2,2
cn_city,cn,469029,,3,3
cn_city,cn,469030,,1,1
cn_city,cn,510100,,259,269
cn_city,cn,510400,,16,16
cn_city,cn,510600,,18,18
cn_city,cn,511100,,3,3
cn_city,cn,511400,,8,8
cn_city,cn,511700,,42,42
cn_city,cn,511800,,8,8
cn_city,cn,511900,,24,24
cn_city,cn,513200,,1,1
cn_city,cn,513300,,78,78
cn_city,cn,513400,,14,14
cn_city,cn,520100,,37,37
cn_city,cn,520200,,10,10
cn_city,cn,520300,,32,32
cn_city,cn,520400,,4,4
cn_city,cn,520500,,23,23
cn_city,cn,520600,,10,10
cn_city,cn,522300,,4,4
cn_city,cn,522600,,10,10
cn_city,cn,522700,,17,17
cn_city,cn,530100,,77,82
cn_city,cn,530300,,13,13
cn_city,cn,530400,,14,14
cn_city,cn,530500,,9,9
cn_city,cn,530600,,25,25
cn_city,cn,530700,,8,8
cn_city,cn,530800,,4,4
cn_city,cn,530900,,1,1
cn_city,cn,532300,,4,4
cn_city,cn,532500,,9,9
cn_city,cn,532600,,2,2
cn_city,cn,532800,,15,15
cn_city,cn,532900,,13,13
cn_city,cn,533100,,5,5
cn_city,cn,540100,,1,1
cn_city,cn,610100,,245,253
cn_city,cn,610200,,8,8
cn_city,cn,610300,,13,13
cn_city,cn,610400,,20,20
cn_city,cn,610500,,16,16
cn_city,cn,610600,,8,8
cn_city,cn,610700,,26,26
cn_city,cn,610800,,4,4
cn_city,cn,610900,,26,26
cn_city,cn,620100,,109,110
cn_city,cn,620300,,1,1
cn_city,cn,620400,,4,4
cn_city,cn,620500,,12,12
cn_city,cn,620700,,2,2
cn_city,cn,620800,,9,9
cn_city,cn,621000,,3,3
cn_city,cn,621100,,9,9
cn_city,cn,621200,,4,4
cn_city,cn,622900,,8,8
cn_city,cn,623000,,8,8
cn_city,cn,630100,,15,15
cn_city,cn,632200,,3,3
cn_city,cn,640100,,37,37
cn_city,cn,640200,,1,1
cn_city,cn,640300,,28,28
cn_city,cn,640400,,5,5
cn_city,cn,640500,,4,4
cn_city,cn,650100,,848,848
cn_city,cn,650400,,3,3
cn_city,cn,652300,,5,5
cn_city,cn,652800,,3,3
cn_city,cn,652900,,1,1
cn_city,cn,653100,,2,2
cn_city,cn,654000,,18,18
cn_city,cn,654200,,5,5
cn_city,cn,659001,,4,4
cn_city,cn,659004,,2,2
cn_city,cn,659008,,10,10
