region_schema,region_parent,region_child,agerange,2020-09-03,2020-09-14,2020-09-23,2020-10-06,2020-10-07,2020-10-21,2020-10-24,2020-11-01
cn_city,cn,320400,,0,0,0,0,0,0,0,0
cn_city,cn,320500,,0,0,0,0,0,0,0,0
cn_city,cn,320600,,0,0,0,0,0,0,0,0
cn_city,cn,320700,,0,0,0,0,0,0,0,0
cn_city,cn,320800,,0,0,0,0,0,0,0,0
cn_city,cn,320900,,0,0,0,0,0,0,0,0
cn_city,cn,321000,,0,0,0,0,0,0,0,0
cn_city,cn,321100,,0,0,0,0,0,0,0,0
cn_city,cn,321200,,0,0,0,0,0,0,0,0
cn_city,cn,321300,,0,0,0,0,0,0,0,0
cn_city,cn,330100,,0,1,0,0,1,0,0,0
cn_city,cn,330200,,0,0,0,0,0,0,0,0
cn_city,cn,330300,,0,0,0,0,0,0,0,0
cn_city,cn,330400,,0,0,0,0,0,0,0,0
cn_city,cn,330500,,0,0,0,0,0,0,0,0
cn_city,cn,330600,,0,0,0,0,0,0,0,0
cn_city,cn,330700,,0,0,0,0,0,0,0,0
cn_city,cn,330800,,0,0,0,0,0,0,0,0
cn_city,cn,330900,,0,0,0,0,0,0,0,0
cn_city,cn,331000,,0,0,0,0,0,0,0,0
cn_city,cn,331100,,0,0,0,0,0,0,0,0
cn_city,cn,340100,,0,0,0,0,0,0,0,0
cn_city,cn,340200,,0,0,0,0,0,0,0,0
cn_city,cn,340300,,0,0,0,0,0,0,0,0
cn_city,cn,340400,,0,0,0,0,0,0,0,0
cn_city,cn,340500,,0,0,0,0,0,0,0,0
cn_city,cn,340600,,0,0,0,0,0,0,0,0
cn_city,cn,340700,,0,0,0,0,0,0,0,0
cn_city,cn,340800,,0,0,0,0,0,0,0,0
cn_city,cn,341000,,0,0,0,0,0,0,0,0
cn_city,cn,341100,,0,0,0,0,0,0,0,0
cn_city,cn,341200,,0,0,0,0,0,0,0,0
cn_city,cn,341300,,0,0,0,0,0,0,0,0
cn_city,cn,341500,,0,0,0,0,0,0,0,0
cn_city,cn,341600,,0,0,0,0,0,0,0,0
cn_city,cn,341700,,0,0,0,0,0,0,0,0
cn_city,cn,341800,,0,0,0,0,0,0,0,0
cn_city,cn,350100,,0,0,0,0,0,0,0,0
cn_city,cn,350200,,1,0,0,0,1,1,0,0
cn_city,cn,350300,,0,0,0,0,0,0,0,0
cn_city,cn,350400,,0,0,0,0,0,0,0,0
cn_city,cn,350500,,0,0,0,0,0,0,0,0
cn_city,cn,350600,,0,0,0,0,0,0,0,0
cn_city,cn,350700,,0,0,0,0,0,0,0,0
cn_city,cn,350800,,0,0,0,0,0,0,0,0
cn_city,cn,350900,,0,0,0,0,0,0,0,0
cn_city,cn,360100,,0,0,0,0,0,0,0,0
cn_city,cn,360200,,0,0,0,0,0,0,0,0
cn_city,cn,360300,,0,0,0,0,0,0,0,0
cn_city,cn,360400,,0,0,0,0,0,0,0,0
cn_city,cn,360500,,0,0,0,0,0,0,0,0
cn_city,cn,360600,,0,0,0,0,0,0,0,0
cn_city,cn,360700,,0,0,0,0,0,0,0,0
cn_city,cn,360800,,0,0,0,0,0,0,0,0
cn_city,cn,360900,,0,0,0,0,0,0,0,0
cn_city,cn,361000,,0,0,0,0,0,0,0,0
cn_city,cn,361100,,0,0,0,0,0,0,0,0
cn_city,cn,370100,,0,0,0,0,0,0,0,0
cn_city,cn,370200,,0,0,0,0,0,0,0,0
cn_city,cn,370300,,0,0,0,0,0,0,0,0
cn_city,cn,370400,,0,0,0,0,0,0,0,0
cn_city,cn,370600,,0,0,0,0,0,0,0,0
cn_city,cn,370700,,0,0,0,0,0,0,0,0
cn_city,cn,370800,,0,0,0,0,0,0,0,0
cn_city,cn,370900,,0,0,0,0,0,0,0,0
cn_city,cn,371000,,0,0,0,0,0,0,0,0
cn_city,cn,371100,,0,0,0,0,0,0,0,0
cn_city,cn,371300,,0,0,0,0,0,0,0,0
cn_city,cn,371400,,0,0,0,0,0,0,0,0
cn_city,cn,371500,,0,0,0,0,0,0,0,0
cn_city,cn,371600,,0,0,0,0,0,0,0,0
cn_city,cn,371700,,0,0,0,0,0,0,0,0
cn_city,cn,410100,,0,0,0,0,0,0,0,0
cn_city,cn,410200,,0,0,0,0,0,0,0,0
cn_city,cn,410300,,0,0,0,0,0,0,0,0
cn_city,cn,410400,,0,0,0,0,0,0,0,0
cn_city,cn,410500,,0,0,0,0,0,0,0,0
cn_city,cn,410600,,0,0,0,0,0,0,0,0
cn_city,cn,410700,,0,0,0,0,0,0,0,0
cn_city,cn,410800,,0,0,0,0,0,0,0,0
cn_city,cn,410900,,0,0,0,0,0,0,0,0
cn_city,cn,411000,,0,0,0,0,0,0,0,0
cn_city,cn,411100,,0,0,0,0,0,0,0,0
cn_city,cn,411200,,0,0,0,0,0,0,0,0
cn_city,cn,411300,,0,0,0,0,0,0,0,0
cn_city,cn,411400,,0,0,0,0,0,0,0,0
cn_city,cn,411500,,0,0,0,0,0,0,0,0
cn_city,cn,411600,,0,0,0,0,0,0,0,0
cn_city,cn,411700,,0,0,0,0,0,0,0,0
cn_city,cn,419001,,0,0,0,0,0,0,0,0
cn_city,cn,420100,,0,0,0,0,0,0,0,0
cn_city,cn,420200,,0,0,0,0,0,0,0,0
cn_city,cn,420300,,0,0,0,0,0,0,0,0
cn_city,cn,420500,,0,0,0,0,0,0,0,0
cn_city,cn,420600,,0,0,0,0,0,0,0,0
cn_city,cn,420700,,0,0,0,0,0,0,0,0
cn_city,cn,420800,,0,0,0,0,0,0,0,0
cn_city,cn,420900,,0,0,0,0,0,0,0,0
cn_city,cn,421000,,0,0,0,0,0,0,0,0
cn_city,cn,421100,,0,0,0,0,0,0,0,0
cn_city,cn,421200,,0,0,0,0,0,0,0,0
cn_city,cn,421300,,0,0,0,0,0,0,0,0
cn_city,cn,422800,,0,0,0,0,0,0,0,0
cn_city,cn,429004,,0,0,0,0,0,0,0,0
cn_city,cn,429005,,0,0,0,0,0,0,0,0
cn_city,cn,429006,,0,0,0,0,0,0,0,0
cn_city,cn,429021,,0,0,0,0,0,0,0,0
cn_city,cn,430100,,0,0,0,0,0,0,0,0
cn_city,cn,430200,,0,0,0,0,0,0,0,0
cn_city,cn,430300,,0,0,0,0,0,0,0,0
cn_city,cn,430400,,0,0,0,0,0,0,0,0
cn_city,cn,430500,,0,0,0,0,0,0,0,0
cn_city,cn,430600,,0,0,0,0,0,0,0,0
cn_city,cn,430700,,0,0,0,0,0,0,0,0
cn_city,cn,430800,,0,0,0,0,0,0,0,0
cn_city,cn,430900,,0,0,0,0,0,0,0,0
cn_city,cn,431000,,0,0,0,0,0,0,0,0
cn_city,cn,431100,,0,0,0,0,0,0,0,0
cn_city,cn,431200,,0,0,0,0,0,0,0,0
cn_city,cn,431300,,0,0,0,0,0,0,0,0
cn_city,cn,433100,,0,0,0,0,0,0,0,0
cn_city,cn,440100,,8,4,0,2,0,3,3,5
cn_city,cn,440200,,0,0,0,0,0,0,0,0
cn_city,cn,440300,,5,0,0,0,0,0,0,0
cn_city,cn,440400,,0,0,0,0,0,0,0,0
cn_city,cn,440500,,0,0,0,0,0,0,0,0
cn_city,cn,440600,,0,0,0,0,0,0,0,0
cn_city,cn,440700,,0,0,0,0,0,0,0,0
cn_city,cn,440800,,0,0,0,0,0,0,0,0
cn_city,cn,440900,,0,0,0,0,0,0,0,0
cn_city,cn,441200,,0,0,0,0,0,0,0,0
cn_city,cn,441300,,0,0,0,0,0,0,0,0
cn_city,cn,441400,,0,0,0,0,0,0,0,0
cn_city,cn,441500,,0,0,0,0,0,0,0,0
cn_city,cn,441600,,0,0,0,0,0,0,0,0
cn_city,cn,441700,,0,0,0,0,0,0,0,0
cn_city,cn,441800,,0,0,0,0,0,0,0,0
cn_city,cn,441900,,0,0,0,0,0,0,0,0
cn_city,cn,442000,,0,0,0,0,0,0,0,0
cn_city,cn,445100,,0,0,0,0,0,0,0,0
cn_city,cn,445200,,0,0,0,0,0,0,0,0
cn_city,cn,450100,,0,0,0,0,0,0,0,0
cn_city,cn,450200,,0,0,0,0,0,0,0,0
cn_city,cn,450300,,0,0,0,0,0,0,0,0
cn_city,cn,450400,,0,0,0,0,0,0,0,0
cn_city,cn,450500,,0,0,0,0,0,0,0,0
cn_city,cn,450600,,0,0,0,0,0,0,0,0
cn_city,cn,450700,,0,0,0,0,0,0,0,0
cn_city,cn,450800,,0,0,0,0,0,0,0,0
cn_city,cn,450900,,0,0,0,0,0,0,0,0
cn_city,cn,451000,,0,0,0,0,0,0,0,0
cn_city,cn,451100,,0,0,0,0,0,0,0,0
cn_city,cn,451200,,0,0,0,0,0,0,0,0
cn_city,cn,451300,,0,0,0,0,0,0,0,0
cn_city,cn,460100,,0,0,0,0,0,0,0,0
cn_city,cn,460200,,0,0,0,0,0,0,0,0
cn_city,cn,460400,,0,0,0,0,0,0,0,0
cn_city,cn,469002,,0,0,0,0,0,0,0,0
cn_city,cn,469005,,0,0,0,0,0,0,0,0
cn_city,cn,469006,,0,0,0,0,0,0,0,0
cn_city,cn,469007,,0,0,0,0,0,0,0,0
cn_city,cn,469021,,0,0,0,0,0,0,0,0
cn_city,cn,469023,,0,0,0,0,0,0,0,0
cn_city,cn,469024,,0,0,0,0,0,0,0,0
cn_city,cn,469026,,0,0,0,0,0,0,0,0
cn_city,cn,469027,,0,0,0,0,0,0,0,0
cn_city,cn,469028,,0,0,0,0,0,0,0,0
cn_city,cn,469029,,0,0,0,0,0,0,0,0
cn_city,cn,469030,,0,0,0,0,0,0,0,0
cn_city,cn,510100,,1,1,0,3,3,2,0,2
cn_city,cn,510300,,0,0,0,0,0,0,0,0
cn_city,cn,510400,,0,0,0,0,0,0,0,0
cn_city,cn,510500,,0,0,0,0,0,0,0,0
cn_city,cn,510600,,0,0,0,0,0,0,0,0
cn_city,cn,510700,,0,0,0,0,0,0,0,0
cn_city,cn,510800,,0,0,0,0,0,0,0,0
cn_city,cn,510900,,0,0,0,0,0,0,0,0
cn_city,cn,511000,,0,0,0,0,0,0,0,0
cn_city,cn,511100,,0,0,0,0,0,0,0,0
cn_city,cn,511300,,0,0,0,0,0,0,0,0
cn_city,cn,511400,,0,0,0,0,0,0,0,0
cn_city,cn,511500,,0,0,0,0,0,0,0,0
cn_city,cn,511600,,0,0,0,0,0,0,0,0
cn_city,cn,511700,,0,0,0,0,0,0,0,0
cn_city,cn,511800,,0,0,0,0,0,0,0,0
cn_city,cn,511900,,0,0,0,0,0,0,0,0
cn_city,cn,512000,,0,0,0,0,0,0,0,0
cn_city,cn,513200,,0,0,0,0,0,0,0,0
cn_city,cn,513300,,0,0,0,0,0,0,0,0
cn_city,cn,513400,,0,0,0,0,0,0,0,0
cn_city,cn,520100,,0,0,0,0,0,0,0,0
cn_city,cn,520200,,0,0,0,0,0,0,0,0
cn_city,cn,520300,,0,0,0,0,0,0,0,0
cn_city,cn,520400,,0,0,0,0,0,0,0,0
cn_city,cn,520500,,0,0,0,0,0,0,0,0
cn_city,cn,520600,,0,0,0,0,0,0,0,0
cn_city,cn,522300,,0,0,0,0,0,0,0,0
cn_city,cn,522600,,0,0,0,0,0,0,0,0
cn_city,cn,522700,,0,0,0,0,0,0,0,0
cn_city,cn,530100,,0,1,0,0,0,0,0,0
cn_city,cn,530300,,0,0,0,0,0,0,0,0
cn_city,cn,530400,,0,0,0,0,0,0,0,0
cn_city,cn,530500,,0,0,0,0,0,0,0,0
cn_city,cn,530600,,0,0,0,0,0,0,0,0
cn_city,cn,530700,,0,0,0,0,0,0,0,0
cn_city,cn,530800,,0,0,0,0,0,0,0,0
cn_city,cn,530900,,0,0,0,0,0,0,0,0
cn_city,cn,532300,,0,0,0,0,0,0,0,0
cn_city,cn,532500,,0,0,0,0,0,0,0,0
cn_city,cn,532600,,0,0,0,0,0,0,0,0
cn_city,cn,532800,,0,0,0,0,0,0,0,0
cn_city,cn,532900,,0,0,0,0,0,0,0,0
cn_city,cn,533100,,0,0,0,0,0,0,0,0
cn_city,cn,540100,,0,0,0,0,0,0,0,0
cn_city,cn,610100,,2,0,1,0,1,0,1,0
cn_city,cn,610200,,0,0,0,0,0,0,0,0
cn_city,cn,610300,,0,0,0,0,0,0,0,0
cn_city,cn,610400,,0,0,0,0,0,0,0,0
cn_city,cn,610500,,0,0,0,0,0,0,0,0
cn_city,cn,610600,,0,0,0,0,0,0,0,0
cn_city,cn,610700,,0,0,0,0,0,0,0,0
cn_city,cn,610800,,0,0,0,0,0,0,0,0
cn_city,cn,610900,,0,0,0,0,0,0,0,0
cn_city,cn,611000,,0,0,0,0,0,0,0,0
cn_city,cn,620100,,0,0,0,0,0,0,0,3
cn_city,cn,620300,,0,0,0,0,0,0,0,0
cn_city,cn,620400,,0,0,0,0,0,0,0,0
cn_city,cn,620500,,0,0,0,0,0,0,0,0
cn_city,cn,620700,,0,0,0,0,0,0,0,0
cn_city,cn,620800,,0,0,0,0,0,0,0,0
cn_city,cn,621000,,0,0,0,0,0,0,0,0
cn_city,cn,621100,,0,0,0,0,0,0,0,0
cn_city,cn,621200,,0,0,0,0,0,0,0,0
cn_city,cn,622900,,0,0,0,0,0,0,0,0
cn_city,cn,623000,,0,0,0,0,0,0,0,0
cn_city,cn,630100,,0,0,0,0,0,0,0,0
cn_city,cn,632200,,0,0,0,0,0,0,0,0
cn_city,cn,640100,,0,0,0,0,0,0,0,0
cn_city,cn,640200,,0,0,0,0,0,0,0,0
cn_city,cn,640300,,0,0,0,0,0,0,0,0
cn_city,cn,640400,,0,0,0,0,0,0,0,0
cn_city,cn,640500,,0,0,0,0,0,0,0,0
cn_city,cn,650100,,0,0,0,0,0,0,0,0
cn_city,cn,650400,,0,0,0,0,0,0,0,0
cn_city,cn,652300,,0,0,0,0,0,0,0,0
cn_city,cn,652800,,0,0,0,0,0,0,0,0
cn_city,cn,652900,,0,0,0,0,0,0,0,0
cn_city,cn,653100,,0,0,0,0,0,0,0,3
cn_city,cn,654000,,0,0,0,0,0,0,0,0
cn_city,cn,654200,,0,0,0,0,0,0,0,0
cn_city,cn,659001,,0,0,0,0,0,0,0,0
cn_city,cn,659004,,0,0,0,0,0,0,0,0
cn_city,cn,659008,,0,0,0,0,0,0,0,0
cn_city,cn,820000,,0,0,0,0,0,0,0,0
