region_schema,region_parent,region_child,agerange,2020-07-18,2020-07-19,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-17,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-07,2020-12-08,2020-12-09,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21
lt_municipality,lt,marijampolės,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,1,0,8,5,0,0,0,1,2,27,3,4,17,25,6,1,0,12,322,19,7,2,25,24,43,0,0,60,35,37,27,99,1,9
lt_municipality,lt,molėtų,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,1,0,2,0,0,1,3,4,0,1,0,0,1,2,0,0,0,0,5,1,0,0,3,4,1,3,3,4,0,8,3,0,0,3,9,8,3,0,10,5,18,0,0,15,11,5,4,18,0,0
lt_municipality,lt,panevėžio,,0,0,0,-14,14,-14,0,14,14,0,0,-14,0,0,14,15,-15,1,0,30,0,0,2,-32,0,1,0,37,-37,39,-38,38,2,2,-42,1,0,0,50,2,-50,0,53,1,-54,0,57,-57,0,58,-58,0,0,0,0,0,63,-63,64,-64,0,65,-65,0,0,0,0,0,69,-69,70,-70,0,0,0,76,-76,78,1,3,-77,0,78,-78,77,5,2,0,0,0,4,1,7,3,0,100,-99,99,-99,0,99,0,-99,73,182,19,0,22,35,-286,292,-271,73,475,34,6,-535,18,823,18,-802,28,38,1006,-966,59,1081,-1076
lt_municipality,lt,prienų,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,0,0,0,1,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,7,1,0,0,0,0,18,6,1,7,0,0,13,0,0,12,66,26,13,0,13,6,44,0,0,18,21,12,7,52,1,0
lt_municipality,lt,radviliškio,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,3,0,21,0,0,3,40,0,3,0,0,25,24,10,28,8,0,5,2,0,7,0,0,1,0,3,0,0,0,0,8,6,9,12,0,4,14,23,1,3,68,25,20,0,32,18,30,0,0,34,29,25,28,49,20,7
lt_municipality,lt,raseinių,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,13,5,12,0,0,0,193,46,31,0,50,42,38,12,25,0,0,24,10,30,0,0,21,0,4,3,0,-1,0,0,0,0,0,1,165,28,27,1,29,20,47,1,0,45,27,43,39,55,3,8
lt_municipality,lt,rokiškio,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,0,3,4,0,0,13,9,4,5,0,17,7,9,0,0,19,16,9,21,25,2,3
lt_municipality,lt,tauragės,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,3,1,2,0,12,2,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,4,4,0,0,0,14,6,8,12,2,17,0,6,17,0,0,2,128,29,55,1,30,47,26,25,8,55,31,29,10,43,0,8
lt_municipality,lt,telšių,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,3,1,2,7,0,0,9,10,11,0,4,4,9,8,13,9,17,17,6,44,0,0,18,54,11,14,0,42,37,27,10,3,17,25,13,18,51,0,2
lt_municipality,lt,trakų,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,7,0,0,4,0,0,8,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,2,0,0,0,90,11,6,0,14,7,16,6,0,17,16,11,15,34,2,0
lt_municipality,lt,ukmergės,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,5,4,0,0,3,4,6,0,0,0,7,4,12,20,15,0,15,6,0,0,16,29,13,10,1,16,18,36,2,0,53,37,23,38,78,0,1
lt_municipality,lt,utenos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,1,0,0,0,2,0,0,0,15,7,2,4,2,1,0,7,0,0,0,3,6,44,4,0,5,25,3,0,0,61,5,5,7,168,0,0
lt_municipality,lt,varėnos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2,0,14,0,2,17,0,0,14,25,11,9,0,13,14,23,0,0,9,16,14,11,22,0,0
lt_municipality,lt,vilkaviškio,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,1,1,7,13,0,6,3,8,0,19,57,12,6,7,28,13,34,1,2,38,14,15,19,56,1,0
lt_municipality,lt,vilniaus,,0,0,-137,1,0,-1,3,1,0,0,0,146,-145,0,146,153,0,-147,0,0,0,0,155,-152,0,0,154,-154,0,0,157,1,-154,2,0,1,161,-160,0,0,2,0,0,0,0,1,1,1,0,245,-245,1,1,0,0,0,0,288,7,-292,1,0,0,0,320,-320,0,325,-325,0,2,3,1,0,0,0,404,18,-418,3,443,-440,440,-432,3,0,5,0,0,632,-632,634,-625,0,0,-764,770,-770,772,-772,778,-748,32,-1427,4,0,0,1,-19,-1,0,-6,5053,-4611,39,5211,-5142,29,92,2,6274,-6194,23,55,55,145,0,0
lt_municipality,lt,visagino,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,3,0,6,0,1,11,0,0,13,17,4,4,0,15,8,35,0,0,28,7,8,10,23,0,0
lt_municipality,lt,zarasų,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,9,2,0,0,3,2,10,2,0,7,6,3,5,23,0,0
lt_municipality,lt,šakių,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,6,1,4,0,0,0,0,2,0,0,0,4,0,0,0,1,3,4,6,0,6,0,0,3,0,0,9,38,9,13,1,18,9,22,0,0,22,6,15,7,33,1,0
lt_municipality,lt,šalčininkų,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,4,1,3,0,0,7,4,0,16,23,17,4,0,7,16,23,0,3,32,25,33,17,25,7,1
lt_municipality,lt,šiaulių,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,5,0,0,3,0,0,1,1,1,0,0,0,3,5,14,0,3,0,0,0,0,0,0,0,0,27,0,0,0,7,3,0,0,0,0,7,18,1,0,120,141,96,9,0,37,26,33,0,0,41,31,17,23,68,1,0
lt_municipality,lt,šilalės,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,3,0,1,0,0,0,5,1,0,14,0,0,6,1,0,6,2,0,5,4,9,34,12,71,15,26,9,15,35,17,0,16,21,7,14,8,12,0,0
lt_municipality,lt,širvintų,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,18,0,0,1,0,0,29,15,2,3,0,0,4,2,0,9,81,5,5,0,38,9,17,0,0,17,0,7,4,10,0,0
lt_municipality,lt,švenčionių,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,2,0,0,2,2,0,0,0,5,0,0,6,0,2,0,1,0,0,3,1,0,0,4,2,2,2,0,1,11,11,0,2,0,0,5,21,7,1,0,8,18,4,52,9,22,0,6,14,0,0,26,13,10,7,0,23,7,8,0,0,24,31,20,4,19,26,2
