region_schema,region_parent,region_child,agerange,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07
lga,au-vic,campaspe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,1,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,cardinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,1,,,,,0,0,,,0,,,0,0,,,0,0,1,,,0,,,,,0,3,-1,0,,,1,,,1,0,3,1,2,1,5,-1,0,,,1,2,0,4,1,1,,,,4,4,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,0,,,,,0,,,0,0,1,0,0,0,1,0,-1,1,0,-1,0,4,0,,,0,2,1,1,3,,,0,1,-1,,,,,0,,,,,1,1,,,4,,,2,4,,,3,5,1,,,2,,,,,0,5,3,2,,,1,,,7,3,16,7,9,5,21,-2,10,,,4,5,14,21,26,10,,,,33,19,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,central goldfields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,colac-otway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,0,0,1,1,2,0,14,-11,2,,,0,2,4,2,1,11,,,,5,6,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,corangamite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,darebin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,1,,,,,1,,,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,0,1,0,0,,,1,0,0,,,,,0,,,,,1,0,,,1,,,2,3,,,2,1,3,,,1,,,,,0,3,4,4,,,6,,,8,9,7,1,1,5,20,-9,1,,,7,3,9,9,6,13,,,,13,18,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,east gippsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,frankston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,1,,,,,0,,,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,1,-1,,,0,,,1,-1,,,1,0,0,,,0,,,,,0,1,0,1,,,-1,,,1,0,0,-1,0,3,4,4,1,,,0,4,3,1,2,4,,,,3,1,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,gannawarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,glen eira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,0,,,,,-1,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,,,0,1,1,,,,,1,,,,,0,0,,,0,,,0,1,,,1,0,0,,,1,,,,,0,0,0,0,,,0,,,1,1,1,-1,2,2,6,-3,0,,,5,5,2,3,1,7,,,,3,3,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,glenelg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,0,0,0,0,0,1,0,1,0,,,1,0,2,-1,4,1,,,,0,2,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,golden plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,2,,,0,0,0,1,0,0,0,1,0,,,0,0,0,2,0,0,,,,4,2,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,greater bendigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,0,2,-1,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,1,0,3,-3,1,,,0,0,0,2,4,2,,,,4,6,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,greater dandenong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,0,,,,,0,,,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,,,1,0,0,0,0,,,0,0,1,,,,,0,,,,,1,0,,,2,,,0,0,,,1,0,-1,,,1,,,,,0,1,2,0,,,0,,,3,0,4,0,2,6,22,-8,4,,,5,7,13,10,4,19,,,,17,4,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,greater geelong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,,0,0,1,,,,,0,,,,,0,0,,,0,,,0,1,,,-1,4,-3,,,1,,,,,0,2,0,1,,,0,,,1,0,0,-1,1,0,13,-6,0,,,2,4,3,5,1,9,,,,15,7,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,greater shepparton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,,,0,0,0,,,,,0,,,,,1,0,,,0,,,0,0,,,0,0,1,,,-1,,,,,0,-1,0,0,,,1,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,2,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,hobsons bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,0,0,,,1,,,,,0,,,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,-1,0,,,0,,,4,-5,,,2,1,3,,,1,,,,,0,6,3,0,,,7,,,6,1,3,9,8,4,13,-8,3,,,5,4,6,2,11,4,,,,8,11,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,horsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,1,-1,1,0,0,0,0,0,1,,,0,0,0,2,-1,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,hume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-1,1,,,1,,,,,5,,,1,1,0,5,3,0,0,0,0,0,0,0,1,0,0,,,0,1,2,3,3,,,1,1,-1,,,,,1,,,,,4,4,,,12,,,0,-5,,,-7,31,24,,,7,,,,,0,32,25,11,,,16,,,20,5,15,19,15,23,51,-10,16,,,21,19,29,19,18,30,,,,34,35,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,kingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,,,,,0,,,,,0,0,,,1,,,1,1,,,1,1,2,,,-1,,,,,0,-1,2,0,,,1,,,5,1,1,4,3,2,9,-4,1,,,4,2,3,0,3,6,,,,5,9,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,-1,,,,,-1,,,,,-1,0,,,0,,,3,-2,,,0,2,-1,,,0,,,,,0,1,2,0,,,1,,,2,-1,1,0,4,3,3,-1,0,,,2,4,2,4,2,1,,,,5,1,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,latrobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,1,-1,,,0,1,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,1,0,2,,,0,0,0,1,0,1,,,,6,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,loddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,macedon ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,1,,,0,,,0,0,1,0,0,0,-1,1,0,,,0,1,5,3,0,0,,,,2,3,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,manningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,1,,,,,0,0,,,0,,,2,-1,,,1,-1,2,,,-2,,,,,0,1,1,0,,,4,,,3,0,4,2,1,1,10,-7,1,,,1,-1,2,3,4,3,,,,4,1,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,mansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,1,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,maribyrnong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,1,,,2,,,,,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,1,,,,,0,,,,,0,1,,,2,,,2,3,,,2,1,0,,,1,,,,,0,0,6,7,,,9,,,11,3,6,4,5,1,15,5,2,,,8,4,14,5,6,19,,,,18,15,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,maroondah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,1,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,2,0,,,0,,,0,-2,,,0,1,-1,,,-1,,,,,0,0,0,1,,,0,,,0,0,0,1,2,0,1,0,1,,,1,6,3,4,1,-1,,,,4,3,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,,,1,,,,,3,,,0,3,4,5,1,1,0,3,-1,-3,0,1,-1,3,0,,,0,1,3,1,0,,,0,1,-1,,,,,-4,,,,,1,3,,,-3,,,6,-21,,,0,12,73,,,-26,,,,,0,4,31,9,,,15,,,13,12,11,13,20,10,24,0,10,,,3,9,9,11,4,19,,,,12,19,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,melton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,1,,,,,3,,,2,-1,3,-1,2,0,0,2,1,2,0,0,0,0,0,,,1,1,0,0,1,,,0,0,0,,,,,0,,,,,0,-1,,,2,,,2,2,,,4,6,2,,,12,,,,,0,3,8,4,,,6,,,15,7,11,3,11,5,50,-28,11,,,10,11,36,16,16,21,,,,23,41,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,mildura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,,,0,0,0,,,,,0,,,,,1,-1,,,0,,,0,1,,,1,2,1,,,-1,,,,,0,5,0,0,,,0,,,1,0,0,0,-1,1,4,-2,1,,,0,0,2,0,-1,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,moira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,monash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,1,,,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,,,0,0,0,1,1,,,0,0,0,,,,,-1,,,,,1,0,,,1,,,1,-1,,,2,-3,1,,,-1,,,,,0,0,2,2,,,1,,,3,2,1,3,4,0,8,-4,6,,,1,2,1,8,4,7,,,,10,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,moonee valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,-1,,,,,0,,,,,1,-3,,,3,,,11,-2,,,4,12,16,,,4,,,,,0,19,18,23,,,23,,,11,7,10,14,15,8,14,-1,7,,,9,4,14,11,9,11,,,,11,12,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,moorabool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,1,2,-2,1,,,0,0,3,1,1,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,
