region_schema,region_parent,region_child,agerange,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-27,2020-09-28,2020-09-29,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-17,2021-01-18,2021-01-19,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18
admin_1,ng,ng-eb,,0,0,24,20,16,9,24,11,0,0,17,9,0,0,11,12,0,0,11,19,0,13,19,0,18,20,0,23,0,0,9,3,0,4,0,13,0,4,1,0,6,0,2,20,0,12,0,0,0,9,6,10,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,7,9,0,0,0,0,0,6,0,0,0,0,0,8,-8,0,0,0,23,0,0,11,0,16,0,0,12,0,47,69,4,0,0,28,0,27,17,19,0,0,30,0,21,0,48,0,0,75,0,31,0,18,37,0,53
admin_1,ng,ng-ed,,104,0,11,17,47,41,23,39,0,17,28,29,44,7,8,11,0,6,11,12,27,9,6,16,1,0,0,24,0,8,7,19,18,20,13,29,0,8,8,2,15,0,7,7,0,6,0,2,2,0,3,3,2,1,6,0,1,0,0,0,0,0,1,0,0,1,3,0,3,2,2,0,0,0,3,0,3,0,1,0,0,1,0,1,2,1,0,3,0,2,3,0,0,0,0,0,4,2,3,0,7,2,0,0,3,0,4,0,0,0,4,1,2,3,2,0,0,1,0,3,0,0,0,0,3,4,2,0,6,1,0,2,0,4,7,1,4,5,8,1,5,7,18,4,12,12,12,0,4,22,0,14,4,0,10,8,50,0,58,33,0,31,18,18,39,15,42,74,50,0,25,87,20,42,36,43,32,41,32,0,8,0,33,13,54,25,43,33,56,23,24,59,39
admin_1,ng,ng-ek,,2,0,0,0,0,2,3,22,0,11,0,8,0,0,9,11,0,0,1,6,0,2,17,4,11,1,0,10,0,2,0,0,0,10,0,2,0,7,10,3,13,0,11,0,0,16,0,0,3,1,1,4,6,6,0,0,1,0,3,0,2,2,6,1,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,3,2,0,1,0,0,0,0,9,3,0,5,0,2,1,2,4,0,0,1,0,5,1,1,2,0,0,0,4,0,0,0,1,0,0,0,0,0,5,2,0,9,0,0,8,5,4,0,9,7,7,12,0,4,12,6,5,14,0,2,25,18,0,2,0,2,7,0,8,7,0,21,5,13,2,11
admin_1,ng,ng-en,,0,0,2,28,16,5,0,15,0,0,28,21,11,6,14,0,25,0,34,0,0,25,0,9,0,62,0,21,0,0,6,10,12,5,0,13,0,9,35,9,46,0,13,7,0,17,0,0,5,0,0,0,0,14,25,0,0,0,9,0,0,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,18,-18,0,0,0,38,0,25,10,0,0,0,0,51,58,0,0,0,0,0,0,0,37,0,57,0,0,0,0,91,0,0,0,0,0,0,0,0,72,0,23,30
admin_1,ng,ng-go,,2,0,12,0,0,0,0,13,0,3,33,0,0,0,0,5,8,0,0,0,6,3,2,0,4,12,0,29,0,0,2,0,6,25,0,0,0,5,0,5,3,0,1,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,27,0,6,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8,12,0,22,0,0,0,35,0,52,8,0,0,14,14,0,56,0,0,24,0,0,0,0,66,0,0,21,0,0,0,0,81,0,16,1,18,0,11,19,0,30,0,0,1,13,0,10,0,15,0,72,0,60,32,0,70,1,18,0,49,0,3,8
admin_1,ng,ng-im,,0,0,0,2,0,8,3,0,0,1,0,2,0,0,1,0,0,0,3,0,4,0,0,3,6,9,0,12,0,0,0,0,0,13,0,2,0,2,0,3,0,0,1,0,0,2,0,0,3,2,0,0,3,0,9,0,0,0,0,0,5,0,6,2,3,0,0,0,0,2,0,0,4,0,0,1,0,0,2,0,4,2,0,0,0,2,0,2,0,12,6,0,6,1,0,0,0,2,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,7,0,0,42,0,4,0,0,0,0,0,14,0,0,0,0,0,0,7,0,11,0,3,0,20,0,0,0,12,0,5,0,31,16,0,0,5,0,72,0,0,57,0,42,28,0,0,0,0,26,0,0,52,11,0,58,0,10,7
admin_1,ng,ng-ji,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,3,1,0,0,0,1,2,0,3,0,0,4,0,7,0,0,3,1,0,0,3,0,0,5,4,0,0,1,1,0,0,0,4,0,4,0,1,4,7,0,3,0,12,0,2,1,0,1,0,0,2,0,1,0,3
admin_1,ng,ng-kd,,38,0,35,20,56,22,10,66,0,21,12,-2,7,54,0,24,17,0,9,23,20,16,32,15,15,78,0,60,0,49,44,6,17,104,0,25,0,30,18,26,15,0,14,27,0,22,0,11,10,5,19,6,0,0,25,0,23,17,17,0,9,17,4,19,3,8,3,0,4,9,7,0,14,0,4,2,5,12,4,17,3,32,0,1,2,7,5,16,8,4,7,3,13,20,6,6,0,8,8,8,7,4,3,3,5,5,2,0,28,5,3,0,19,9,5,15,21,25,21,35,18,0,0,34,38,37,72,0,62,52,0,85,117,125,39,74,103,54,138,36,179,53,56,68,81,83,91,0,57,131,0,56,109,92,0,119,108,0,162,35,0,27,22,16,0,117,116,204,128,0,545,98,67,26,32,59,54,63,86,0,18,0,49,14,41,0,83,43,40,31,21,29,52
admin_1,ng,ng-ke,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,8,0,0,10,0,0,0,0,0,0,19,0,23,8,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,23,0,7,0
admin_1,ng,ng-kn,,5,0,16,14,17,5,0,68,0,9,29,26,7,6,0,0,0,1,1,9,1,13,4,8,9,18,0,17,0,1,1,0,3,9,0,16,0,3,10,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,2,3,1,0,2,1,0,0,0,0,4,1,1,1,0,2,3,1,0,0,2,1,1,0,7,15,0,33,6,12,12,0,9,52,23,15,13,16,25,24,19,33,36,0,25,22,0,18,28,35,11,16,43,0,22,29,0,17,9,11,10,49,16,40,31,0,46,40,26,41,25,27,24,18,61,0,55,0,124,14,19,22,59,26,14,19,13,34,38
admin_1,ng,ng-ko,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ng,ng-kt,,13,0,0,3,0,4,6,10,0,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,18,0,0,7,0,0,0,14,2,0,1,6,0,0,11,0,7,3,3,0,1,1,0,3,0,0,0,0,0,11,3,0,10,0,10,8,2,0,0,0,0,2,0,0,0,0,6,0,2,0,0,0,44,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,37,0,5,0,0,0,0,0,0,5,0,0,50,52,0,26,40,0,52,70,25,0,21,37,0,46,47,35,0,32,16,0,0,-4,22,0,0,0,0,35,2,0,14,0,0,3,0,31,0,0,0,0,7,0,48,26,8,26,0,26,0,0,0,23,0,0,18,0,53,0,23,22,0,4
admin_1,ng,ng-kw,,0,0,50,87,35,0,0,4,0,38,0,4,0,0,0,0,33,4,10,15,11,7,24,8,17,6,0,18,0,0,0,7,0,7,0,16,0,0,0,9,11,0,2,8,0,0,0,8,2,6,0,0,5,2,3,0,0,0,10,0,2,5,4,0,12,0,0,0,0,6,0,0,8,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,9,2,0,0,4,0,0,0,0,3,2,6,0,0,4,4,0,0,15,19,2,57,23,0,0,6,13,30,0,21,0,0,0,32,0,12,39,0,0,35,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,131,13,0,0,39,0,32,42,20,36,11,2,0,50,0,0,89,27,73,24,0,155,90,14,98,74
admin_1,ng,ng-la,,97,0,100,88,180,203,168,279,0,180,212,106,89,78,65,81,88,59,137,76,70,71,107,82,117,182,0,200,0,47,207,210,172,268,0,534,0,98,26,17,48,0,90,-35,0,39,0,42,36,53,39,42,33,34,95,0,30,30,85,0,27,45,59,70,46,39,73,0,41,95,81,0,94,0,15,0,41,84,39,71,23,177,0,165,116,66,85,37,90,51,30,7,35,21,18,0,77,51,82,89,106,26,49,51,60,85,87,85,0,255,50,93,74,97,61,142,62,70,66,60,6,48,0,49,123,29,106,0,35,219,134,128,248,225,113,53,152,279,459,287,308,218,59,324,397,316,684,0,253,443,0,434,570,642,277,214,1366,0,1449,739,0,573,653,774,435,713,461,1677,824,0,831,498,360,744,478,773,536,408,1395,0,667,0,535,22,86,214,297,236,204,319,170,81,433
admin_1,ng,ng-na,,4,0,5,8,0,3,0,16,0,0,2,2,0,5,12,10,0,2,2,17,7,0,3,0,1,1,0,2,0,0,0,12,0,3,0,7,0,25,0,6,4,0,3,0,0,0,0,0,3,0,1,0,3,2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,13,0,1,0,0,3,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,10,0,8,0,2,20,1,0,0,19,8,11,0,0,30,0,0,35,25,0,31,17,0,27,34,0,49,50,25,0,38,90,0,40,0,10,41,36,0,66,74,0,80,0,6,58,83,83,38,6,46,0,20,0,14,6,16,13,16,0,0,69,25,5,24
admin_1,ng,ng-ni,,0,0,15,0,0,0,1,1,0,7,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,5,0,2,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,43,0,0,0,12,14,2,0,0,1,0,3,0,4,0,0,0,0,37,9,0,14,0,0,31,24,15,0,40,0,2,28,24,28,19,0,0,0,0,0,69,0,37,0,15,0,0,5,0,0,20,8,0
admin_1,ng,ng-og,,6,0,0,10,19,24,14,60,0,17,8,10,49,9,3,6,4,4,5,12,2,9,30,9,19,24,0,24,0,18,1,16,7,7,0,20,0,11,6,2,5,0,8,2,0,21,0,2,5,2,0,9,16,12,17,0,0,7,15,0,1,0,3,4,4,1,5,0,27,13,8,0,20,0,5,9,3,3,3,26,9,4,0,12,2,4,11,11,0,3,3,1,2,1,5,15,0,4,2,11,4,12,4,4,2,8,3,3,8,0,0,0,7,0,2,19,12,11,4,4,0,1,0,0,5,5,4,0,8,4,5,17,27,3,6,2,5,13,12,1,12,9,1,6,21,21,20,0,4,2,0,11,25,31,9,19,12,0,41,21,0,42,16,16,0,37,49,81,76,0,46,27,73,33,12,12,14,37,67,0,59,0,11,25,0,8,29,31,20,22,25,33,119
admin_1,ng,ng-on,,13,0,0,39,37,0,29,31,0,42,5,15,0,32,37,12,0,39,0,0,35,6,0,5,35,49,0,8,0,14,38,30,19,5,0,25,0,3,0,9,10,0,0,5,0,4,0,7,0,11,0,0,5,9,8,0,0,1,0,0,6,0,4,3,0,3,6,0,5,6,0,0,3,0,1,0,3,0,0,0,0,12,0,2,0,2,0,0,3,0,2,0,0,2,1,4,0,0,0,0,0,1,0,2,0,18,1,0,8,2,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,18,14,0,10,0,0,2,0,3,0,0,9,0,0,4,0,0,32,0,0,20,0,0,55,26,46,16,53,11,0,44,0,14,21,0,0,34,0,0,66,12,0,39,0,0,90,0,57,0,0,41,0,120,44,94
