region_schema,region_parent,region_child,agerange,2020-01-26,2020-03-24,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-05,2020-04-06,2020-04-07,2020-04-12,2020-04-13,2020-04-14,2020-04-19,2020-04-20,2020-04-21,2020-04-27,2020-04-28,2020-04-29,2020-05-01,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-11,2020-05-12,2020-05-13,2020-05-18,2020-05-19,2020-05-21,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-29,2020-05-30,2020-06-01,2020-06-02,2020-06-03,2020-06-05,2020-06-09,2020-06-10,2020-06-13,2020-06-18,2020-06-19,2020-06-23,2020-06-24,2020-06-28,2020-06-29,2020-07-02,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-11,2020-07-13,2020-07-15,2020-07-17,2020-07-21,2020-07-27,2020-08-02,2020-08-03,2020-08-04,2020-08-18,2020-08-23,2020-08-25,2020-08-26,2020-08-27,2020-09-01,2020-09-06,2020-09-07,2020-09-08,2020-09-10,2020-09-12,2020-09-15,2020-09-20,2020-09-21,2020-09-22,2020-09-26,2020-09-28,2020-09-29,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-11,2020-10-12,2020-10-13,2020-10-17,2020-10-18,2020-10-20,2020-10-21,2020-10-27,2020-10-28,2020-10-31,2020-11-01,2020-11-05,2020-11-08,2020-11-10,2020-11-11,2020-11-12,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-12-06,2020-12-08,2020-12-09,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-26,2020-12-27,2020-12-29,2020-12-31,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-11,2021-01-12,2021-01-14,2021-01-18,2021-01-20,2021-01-21,2021-01-28,2021-01-29,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-07,2021-02-10,2021-02-11,2021-02-12,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-25,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-08,2021-03-09,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-04-09,2021-04-15,2021-04-16,2021-04-19,2021-04-20
admin_0,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,89818,,,,,,,98853,,,,,100841,,,101932,,,,,,103451,,,,,,104620,,,,,,,105750,,,,,,,,,110529,,,,,,113830,,,,,,120520,,,,,,,128648,,,,,,142654,,,,,,173853,,,,,208367,,,,,,,,,236755,,,,,,,,,,261123,,,,,,,,277165,,,,,,,,,,,,320180,,,,,,,338559,,,,,,,357165,,,,,,,418042,,,
admin_0,,gq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,il,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7119,,,,,,,7445,,,,,,,,,,,,,,,,,,9651,,,,,,,11139,,,,,,13267,,,,,,14483,,,,,,15560,,,,,,,,16468,,,,,,17289,,,
admin_0,,nl,,,1495,2500,,,,5159,,6286,,,7427,,,8939,,,9890,,10601,,,,11118,,,,11370,,,11605,,,,11682,,,,,11742,,,11792,,,,,11845,,,,,,,11878,,,,,,11894,,,,11951,,,,,,12174,,,,,,12307,,,,,12702,,,,,,,,13462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,no,,,74,,,,,,,,,,,,,,,,,,805,,,,845,,,,857,,867,,,,,874,,,,,881,,,,886,,,915,,,936,,,,,,,,,,,,975,,,,,,,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,122,,,,,,,,,122,,,,,,,,123,,122,,,,,,122,,,,,,,,,,,,,,,,124,,,,,,125,,,,,,,126,,,,128,
admin_0,,pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,pf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,138,,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,ph,,,,,,,,,,,,,,,,,,,4450,,4932,,,,,,,,,,6527,,,6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,138,,,,,,213,,,,,,,314,,,,,,,220,,,,,,1103,,,,,,,,,,,2491,,,1956,,,,,,,,,,4851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,sz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58040,,,59693,,,,,,,63126,,,,,,67487,,,,,,,,,79486,,,,,,,,90860,,,,,,,106519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984112,,,,,,,,,,,,1075536,,,,
admin_0,,vn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_0,,za,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89580,,,,,,,,,,,,,,,,,,,92752,,,,,,,97827,,,,,,,,,105540,,,,,,,,119564,,,,,,,,,150274,,,,,,,182861,,,,,,214944,,,,,,,,231156,,,,,,241178,,,,,,,246040,,,,,257505
