region_schema,region_parent,region_child,agerange,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24
admin_1,fr,fr-17,,0,1,1,0,2,6,4,2,2,0,0,2,2,2,2,2,0,0,0,0,1,1,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,2,0,0,2,0,2,0,1,2,1,4,1,5,1,1,1,11,0,5,19,3,6,2,9,0,3,12,7,7,12,9,10,5,27,20,20,23,13,20,7
admin_1,fr,fr-18,,2,6,6,0,4,2,2,10,1,3,0,2,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,2,2,1,4,3,0,6,6,0,0,2,4,1,1,1,1,0,4,0,2,1,3,0,0,1,1,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,6,0,4,4,5,1,10,0,0,10,6,8,0,2,4,8,6,12,18,2,5
admin_1,fr,fr-19,,7,1,2,0,4,2,3,1,0,5,3,6,0,0,2,1,1,0,0,0,4,18,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,5,3,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,2,2,2,2,1,0,3,3,3,9,0,0,0,6,6,14,1,3,0,1,1,8,3,9,8,2,0
admin_1,fr,fr-21,,8,13,20,0,2,23,24,7,11,15,0,10,1,5,10,6,6,2,0,1,1,1,1,2,0,0,8,2,0,5,9,0,5,6,7,10,2,0,0,1,3,9,5,1,3,0,1,1,12,0,0,2,0,1,4,6,4,15,3,3,1,3,0,6,8,6,2,0,8,3,10,10,6,3,7,12,5,7,5,10,2,5,18,33,6,8,7,3,4,8,12,33,16,29,13,25,57,45,68,75,77,97,52
admin_1,fr,fr-22,,6,10,27,10,32,36,73,42,37,28,16,8,19,29,4,7,10,7,2,2,8,2,6,6,0,0,6,6,0,0,0,0,6,1,1,4,6,0,0,2,2,2,3,3,2,0,1,1,0,1,1,0,0,2,0,0,2,10,8,0,1,13,19,30,18,3,0,2,5,1,12,2,12,4,0,8,6,14,16,6,0,0,26,8,43,6,13,3,13,10,7,26,0,2,2,5,24,13,29,10,13,17,8
admin_1,fr,fr-23,,2,2,0,0,0,6,6,2,1,2,3,1,11,8,8,4,0,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,2,0,2,0,5,1,0,4,2,11,11,13,10,1,4,6,8,7,1,0,0,2
admin_1,fr,fr-24,,3,3,0,0,0,3,6,1,0,4,0,1,1,0,1,1,1,1,0,2,0,2,0,3,1,0,0,2,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,3,5,0,0,3,5,0,0,2,1,1,0,0,0,2,2,0,2,2,3,1,0,4,4,4,1,5,0,4,4,2,2,0,2,2,1,1,8,3,6,3,0,5,29,30,15,14,32,9,4
admin_1,fr,fr-25,,4,6,26,1,3,10,14,8,5,7,3,3,2,10,4,4,7,7,3,6,15,11,8,9,4,1,7,24,1,7,8,2,0,4,1,9,5,7,0,1,5,4,12,4,0,2,1,19,5,6,3,2,0,0,9,8,19,1,7,4,16,0,4,2,8,2,2,9,12,11,3,13,6,5,4,13,14,0,19,15,4,4,17,4,5,19,7,6,0,27,13,39,34,18,5,6,36,55,31,26,28,5,17
admin_1,fr,fr-26,,4,30,4,0,1,11,5,3,2,4,0,0,3,5,6,0,0,0,0,2,1,4,5,5,3,4,19,8,0,6,4,2,2,2,0,3,11,2,3,2,6,4,7,4,9,3,0,3,1,0,5,0,0,8,1,6,10,25,20,10,38,0,8,20,6,20,0,1,8,14,11,6,3,3,7,7,14,0,2,2,8,2,1,5,6,10,8,1,3,18,14,7,38,11,6,10,87,44,43,91,44,7,38
admin_1,fr,fr-27,,23,2,4,2,12,3,9,4,4,5,3,16,1,6,4,4,1,0,0,4,6,2,5,3,1,1,2,2,0,1,3,0,0,0,10,2,0,4,0,2,1,1,4,8,6,1,3,4,2,1,13,0,0,3,9,0,4,1,3,0,2,0,0,0,0,14,0,1,1,4,0,10,0,0,0,7,9,16,8,3,0,0,22,8,18,22,8,4,10,11,13,11,34,29,7,18,38,28,36,17,17,11,12
admin_1,fr,fr-28,,12,12,10,2,12,1,11,10,0,2,0,3,6,3,11,14,7,0,2,5,9,5,19,0,0,1,8,8,5,10,6,1,3,4,0,0,4,2,0,2,1,1,0,2,6,0,1,5,6,28,0,6,2,12,30,3,3,8,0,0,1,1,0,1,1,0,0,2,3,10,9,18,6,0,2,9,7,3,8,21,0,3,31,4,16,26,6,8,13,23,1,41,50,24,14,17,30,26,32,26,37,11,47
admin_1,fr,fr-29,,4,5,1,3,0,1,3,4,4,6,0,3,5,1,3,4,0,0,0,1,2,1,0,2,0,2,6,2,0,4,0,0,0,0,0,0,2,0,0,1,3,0,0,1,1,0,0,3,7,0,4,10,2,4,1,1,21,22,44,9,68,0,25,116,55,18,0,3,3,7,23,0,10,2,9,16,11,5,7,8,2,4,39,24,43,56,12,0,8,43,27,21,66,97,0,3,81,68,26,90,0,21,16
admin_1,fr,fr-2a,,8,5,0,0,0,1,7,0,0,2,2,1,1,2,6,1,1,0,0,0,0,3,3,3,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,2,1,1,0,0,2,1,3,2,0,0,2,0,0,0,0,2,2,1,7,4,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,6,8,2,0,2,1,3,0,4,2,0,0,1,11,9,8,6,8,5,4
admin_1,fr,fr-2b,,3,1,1,1,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,6,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,8,0,8,2,2,0,0,0,2,2,0,0,0,2,1,1,2,6,0,1,2,1,9,1,0,1,1,2,3,5,2,10,0,0,8,0,4,8,8,4,0,12
admin_1,fr,fr-30,,12,30,26,4,4,26,37,17,5,10,5,15,16,7,26,7,15,6,3,1,12,6,62,18,11,7,38,55,38,61,58,2,3,7,8,30,8,12,2,2,17,20,5,16,12,2,0,14,36,7,13,10,0,4,5,15,2,12,8,1,1,2,3,9,8,14,2,12,5,35,33,25,41,9,6,23,30,45,19,27,11,9,45,43,38,33,31,45,21,101,29,55,92,75,32,99,0,171,118,109,88,43,52
admin_1,fr,fr-31,,46,26,39,4,12,22,0,13,14,0,1,7,0,3,17,14,0,0,0,20,1,12,7,0,2,14,3,20,10,27,22,0,2,6,17,9,48,0,2,7,34,15,16,9,17,2,4,35,26,3,22,16,1,4,6,11,12,25,15,3,9,15,11,30,29,26,1,28,47,43,34,95,59,20,44,33,69,46,202,12,19,70,146,142,106,170,209,8,134,94,115,273,249,153,32,158,278,246,251,163,301,75,108
admin_1,fr,fr-32,,2,6,5,2,13,32,17,6,0,0,4,1,3,7,8,14,11,0,0,1,1,0,2,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,1,5,0,0,0,0,2,5,6,4,1,0,2,1,1,0,4,0,0,0,0,18,10,2,12,1,1,4,16,6,26,6,2,3,5
admin_1,fr,fr-33,,12,10,6,0,3,14,13,6,0,8,2,1,9,10,9,11,6,0,6,0,2,5,1,1,0,4,2,4,9,11,2,4,2,2,6,3,13,18,10,2,14,0,10,2,4,2,10,0,17,19,6,0,4,2,8,23,35,3,19,4,26,0,18,33,32,57,12,2,33,43,52,35,67,12,22,26,27,19,15,18,17,23,31,22,34,90,28,11,46,157,62,141,125,79,54,75,340,375,563,178,333,171,216
admin_1,fr,fr-34,,14,10,1,3,30,8,18,42,2,14,1,7,0,1,1,4,16,0,0,8,0,3,5,4,2,2,4,2,17,1,4,0,2,10,6,5,5,0,0,1,3,5,11,3,11,8,0,9,0,13,5,12,0,4,4,32,3,14,11,6,8,8,0,24,12,13,9,14,22,20,16,23,17,8,16,41,59,34,64,2,10,32,43,24,112,43,52,47,68,132,110,388,106,125,22,415,134,351,345,479,259,85,216
admin_1,fr,fr-35,,16,10,130,16,12,2,10,6,8,4,6,3,4,6,16,3,0,8,1,3,4,6,1,3,4,1,3,2,2,0,2,0,0,2,0,2,0,2,0,0,0,0,4,6,1,1,0,1,4,0,3,3,0,0,0,4,8,14,16,10,30,0,24,2,14,13,9,11,33,16,77,109,54,6,37,72,90,49,47,74,21,44,61,118,81,9,36,12,16,48,55,51,40,58,19,55,68,97,127,109,80,42,16
admin_1,fr,fr-36,,2,6,8,0,0,3,3,0,0,0,0,0,2,0,0,1,2,1,0,1,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,6,2,0,3,5,0,0,0,1,3,3,10,3,0,4,6,8,2,6,10,0,3,3,4,6,0,1,1,24
admin_1,fr,fr-37,,24,4,12,4,7,22,26,20,1,11,5,8,1,9,1,10,3,3,1,1,3,4,6,0,2,0,5,1,0,8,1,1,0,8,1,5,2,0,0,0,2,0,0,2,10,0,2,4,1,1,5,0,0,0,8,0,2,3,5,1,3,6,0,6,0,15,4,7,11,16,21,25,25,10,12,17,17,17,31,15,3,13,12,13,12,12,21,9,16,5,22,36,87,4,1,75,2,79,46,60,59,10,32
admin_1,fr,fr-38,,0,29,9,0,2,13,25,10,1,11,2,5,11,14,12,21,24,3,0,7,5,7,3,3,5,7,10,19,4,8,6,2,6,2,2,8,2,12,0,0,6,5,3,8,0,0,1,7,4,2,7,6,5,6,1,9,15,6,25,2,2,26,1,27,12,6,10,2,44,4,22,15,15,12,21,30,13,29,15,8,8,5,42,49,22,28,40,13,5,48,56,64,83,62,19,49,237,59,133,88,141,43,60
admin_1,fr,fr-39,,0,3,9,1,1,2,4,4,6,8,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,1,1,0,0,0,3,4,3,0,0,0,1,3,4,1,1,2,4,1,3,4,1,2,3,2,0,1,3,4,4,8,0,0,6,0,0,16,0,8,4,8,2,3,8,11,1,2,5,4,0,0,0,2,1,2,1,5,4,11,4,1,7,2,6,14,0,2,8,10,16,3,18,10,5,6
admin_1,fr,fr-40,,0,4,0,0,6,4,4,0,0,0,0,0,1,1,2,2,0,0,0,4,0,3,3,1,1,0,0,6,0,0,0,2,2,0,2,0,0,0,0,0,4,0,0,3,7,0,0,0,0,27,5,0,0,2,2,4,8,2,2,0,0,0,8,10,7,5,0,0,0,3,2,1,0,0,1,4,1,0,1,3,0,1,1,4,1,13,6,0,2,4,18,0,7,5,0,3,12,23,26,19,19,1,14
admin_1,fr,fr-41,,5,6,5,1,6,6,3,10,5,0,4,6,2,2,0,0,0,1,1,0,4,1,1,0,0,2,0,0,1,2,1,0,2,2,0,4,2,4,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,12,1,1,6,4,3,6,13,7,19,0,1,8,6,9,3,7,0,22,0,9,17,12,8,2,2,25,14,18,21,21,5,21
admin_1,fr,fr-42,,6,36,10,0,6,1,9,0,12,4,0,1,7,12,4,2,5,3,1,8,13,6,1,5,0,0,10,6,7,26,3,2,1,2,3,8,22,0,1,1,10,3,6,7,5,5,6,5,4,5,8,2,0,4,4,18,10,2,8,2,0,6,4,17,14,8,3,4,9,20,16,29,32,34,32,20,9,42,45,36,0,14,16,37,29,14,26,17,7,49,39,35,47,32,8,82,14,62,24,73,59,27,48
admin_1,fr,fr-43,,1,1,1,1,1,1,2,4,2,2,0,0,5,3,1,3,0,0,0,0,9,7,4,0,4,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,2,10,1,4,3,6,0,8,1,14,21,0,6,2,6
admin_1,fr,fr-44,,10,13,22,2,12,26,31,1,9,20,1,8,21,26,54,39,49,38,6,0,34,21,49,6,1,7,37,19,12,15,13,5,9,12,12,18,13,6,6,1,9,24,5,7,6,2,0,9,11,0,9,6,3,6,0,18,9,43,1,19,34,32,17,31,23,64,23,25,52,15,27,66,29,13,7,46,41,39,60,76,0,29,67,82,36,77,50,25,55,72,71,75,100,72,18,90,27,161,68,124,73,69,67
admin_1,fr,fr-45,,28,29,54,62,33,62,32,40,21,15,11,10,36,35,14,84,19,5,5,5,5,18,14,7,1,3,11,28,1,13,8,2,2,14,6,28,26,16,1,2,4,15,7,5,13,5,9,23,6,18,3,5,1,6,8,6,11,7,2,0,1,1,0,4,10,11,3,2,16,20,7,14,30,5,40,14,24,19,25,24,9,35,12,35,24,88,45,37,24,75,59,74,105,132,29,21,264,110,41,145,79,44,10
admin_1,fr,fr-46,,3,15,0,0,1,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,2,0,1,3,1,5,0,0,0,2,2,2,12,6,0,4,10,8,11,9,8,4,6
admin_1,fr,fr-47,,1,2,2,1,0,5,1,0,4,0,0,0,3,1,0,0,2,2,0,2,0,0,0,0,0,0,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,3,1,0,0,0,1,2,3,4,0,4,0,0,2,2,2,2,0,14,4,6,4,12,2,1,2,3,5,27,0,4,8,9,29,31,12,57,4,21
admin_1,fr,fr-48,,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,3,3,2,0,0,2,8,2,2,0,0
admin_1,fr,fr-49,,11,21,11,11,4,45,48,42,14,18,5,8,17,17,10,15,9,5,5,11,19,4,22,0,8,5,8,26,16,8,23,12,4,22,1,8,15,7,1,3,7,5,3,5,13,4,0,6,16,7,1,4,3,7,8,22,1,3,7,7,24,30,7,11,10,16,12,8,9,16,28,16,8,3,20,32,21,28,22,15,6,3,34,34,23,56,3,5,17,46,34,38,49,67,10,5,109,118,99,46,62,5,32
admin_1,fr,fr-50,,10,1,0,2,0,1,1,0,0,2,0,0,1,1,0,2,0,0,0,0,1,2,1,0,0,1,1,0,1,4,1,0,0,6,0,0,0,0,0,1,4,3,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,1,2,2,3,3,3,2,0,4,2,2,3,3,2,0,5,15,2,2,2,1,1,8,8,8,9,13,0,5,19,8,23,15,2,6,7
admin_1,fr,fr-51,,30,26,11,4,1,21,22,10,3,17,4,10,0,29,11,14,12,2,0,48,77,51,25,2,0,12,1,12,11,25,9,0,14,4,1,4,2,1,1,3,3,1,0,0,1,3,0,1,1,2,1,1,6,2,5,5,1,5,4,0,1,7,0,10,2,4,0,5,21,1,19,7,8,17,12,1,13,10,13,18,11,5,33,0,22,18,9,2,9,31,24,13,48,19,4,12,45,34,34,37,47,4,40
admin_1,fr,fr-52,,0,2,0,2,1,4,5,2,1,1,0,1,3,2,0,2,2,0,0,0,0,0,2,4,2,2,2,1,5,2,4,0,0,4,0,0,5,3,0,4,1,1,0,2,0,0,1,3,0,0,0,2,0,0,0,0,3,1,2,0,1,1,0,0,4,4,0,0,1,1,2,2,2,0,1,3,0,0,2,0,0,2,2,8,4,0,6,0,0,0,7,4,4,1,0,1,15,4,1,7,6,4,3
admin_1,fr,fr-53,,4,8,1,1,1,1,0,5,4,2,0,0,0,4,0,0,4,3,3,0,4,5,4,5,8,0,1,3,1,3,0,0,1,1,1,3,1,3,0,0,6,0,0,6,22,1,39,60,74,10,46,14,32,22,1,17,69,139,7,77,31,36,31,72,168,86,15,22,177,194,141,226,99,48,40,63,69,43,40,25,24,20,25,16,36,28,20,16,17,19,11,30,28,20,22,5,30,11,38,24,10,14,14
admin_1,fr,fr-54,,26,25,32,1,19,58,61,42,25,22,7,24,2,32,24,9,21,6,0,38,67,52,62,64,31,37,98,54,89,15,31,6,14,17,69,29,49,32,6,5,11,15,10,21,13,6,7,4,0,18,10,18,0,1,11,7,15,16,2,9,1,28,2,26,33,18,8,14,22,14,32,63,10,10,8,36,69,33,37,37,20,17,52,52,32,89,63,0,0,37,13,75,51,22,2,17,32,61,26,47,45,22,34
admin_1,fr,fr-55,,32,13,28,8,11,24,11,34,1,1,0,4,0,9,7,4,10,0,0,0,29,34,17,16,0,5,14,11,7,12,15,0,3,4,9,4,7,6,1,2,4,0,0,2,0,0,0,3,1,0,2,1,1,1,4,1,0,0,0,0,0,2,0,1,4,1,0,1,1,0,0,1,3,0,0,5,3,2,0,0,0,2,0,5,3,2,0,0,4,10,3,10,9,0,0,0,8,2,0,2,2,0,4
