region_schema,region_parent,region_child,agerange,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23
il_municipality,il,mazkeret batya,,0,17,6,7,1,0,0,13,0,0,0,0,11,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,-2,0,4,3,0
il_municipality,il,meitar,,0,,,,,0,0,,,,,,,0,0,0,0,1,0,0,1,0,0,5,1,4,3,0,0,0,0,0,2,1,0
il_municipality,il,mevaseret tsiyon,,0,14,2,4,0,0,0,4,0,0,0,0,12,2,0,0,2,3,0,1,2,0,0,2,3,2,5,1,2,2,1,0,9,5,3
il_municipality,il,mi'ilya,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0
il_municipality,il,migdal ha'emek,,0,14,7,0,1,0,0,2,0,0,0,0,2,0,2,0,2,2,3,1,0,1,0,6,-1,0,4,0,0,4,0,0,4,1,1
il_municipality,il,mitspe ramon,,0,,,,,0,0,,,,,,,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
il_municipality,il,modi'in-makabim-re'ut,,0,73,8,17,4,0,0,38,0,0,0,0,41,8,5,0,12,4,9,6,12,-1,0,19,14,8,7,9,3,11,2,0,33,10,6
il_municipality,il,nahariya,,0,45,5,7,0,0,0,18,0,0,0,0,37,4,1,0,16,12,14,19,7,0,0,22,9,11,10,3,-1,3,8,0,8,3,-1
il_municipality,il,nahef,,0,22,4,0,0,0,0,2,0,0,0,0,1,2,0,0,9,1,4,0,6,0,0,7,4,0,8,1,1,3,7,0,2,2,1
il_municipality,il,natsrat (nazareth),,0,64,19,24,9,0,0,71,0,0,0,0,80,11,4,0,19,20,22,9,7,22,0,48,22,17,24,10,3,-61,-1,0,17,13,15
il_municipality,il,nes tsiyona,,0,68,9,1,1,0,0,44,0,0,0,0,35,9,0,0,9,3,4,3,21,1,0,7,3,1,3,8,0,9,-2,0,16,1,4
il_municipality,il,nesher,,0,6,2,1,1,0,0,3,0,0,0,0,5,1,0,0,1,-1,0,0,0,0,0,2,1,1,1,1,0,2,2,0,4,1,0
il_municipality,il,netanya,,0,141,32,34,11,0,0,70,0,0,0,0,169,34,19,0,60,44,37,19,56,9,0,51,44,42,30,33,19,44,19,0,108,33,29
il_municipality,il,netivot,,0,48,14,13,9,0,0,35,0,0,0,0,79,15,-2,0,23,18,20,13,5,1,0,28,31,19,18,4,-1,12,17,0,45,25,4
il_municipality,il,ofakim,,0,62,2,8,2,0,0,9,0,0,0,0,26,5,0,0,16,6,4,1,3,1,0,9,5,8,2,1,1,7,6,0,8,6,3
il_municipality,il,omer,,0,,,,,0,0,5,0,0,0,0,2,8,1,0,1,2,5,0,4,0,0,1,0,0,0,0,0,0,1,0,3,5,2
il_municipality,il,or akiva,,0,63,8,4,3,0,0,13,0,0,0,0,18,0,1,0,7,0,3,1,1,1,0,6,1,0,1,1,2,0,2,0,1,1,3
il_municipality,il,or yehuda,,0,51,6,16,6,0,0,27,0,0,0,0,46,5,5,0,19,14,26,7,7,4,0,16,5,7,15,12,5,17,-3,0,64,10,10
il_municipality,il,pardes hana-karkur,,0,57,10,-1,0,0,0,9,0,0,0,0,19,7,0,0,1,1,6,2,2,1,0,7,7,9,5,7,2,5,-1,0,11,1,1
il_municipality,il,pardesiya,,,,,,,,,,,,,,,0,0,0,0,-1,1,1,3,-1,0,1,1,1,0,0,0,0,0,0,1,-1,0
il_municipality,il,petah tikva,,0,305,64,75,27,0,0,165,0,0,0,0,221,46,8,0,53,35,54,18,30,8,0,48,37,17,12,25,31,21,6,0,99,22,22
il_municipality,il,pki'in-buke'a,,0,,,,,0,0,,,,,,,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1,0,0
il_municipality,il,ra'anana,,0,71,11,10,1,0,0,23,0,0,0,0,44,2,2,0,3,5,8,3,11,-1,0,13,19,11,6,14,0,4,2,0,21,11,9
il_municipality,il,ra'me,,0,3,1,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,3,0,2,2,1
il_municipality,il,rahat,,0,81,12,13,2,0,0,22,0,0,0,0,47,1,1,0,8,18,13,8,5,0,0,9,20,10,18,9,1,20,57,0,46,34,30
il_municipality,il,ramat gan,,0,134,26,20,9,0,0,68,0,0,0,0,80,23,6,0,26,11,32,15,28,4,0,36,11,16,12,22,6,8,-3,0,32,13,11
il_municipality,il,ramat hasharon,,0,28,6,5,0,0,0,22,0,0,0,0,31,8,1,0,1,9,5,0,5,1,0,3,1,10,1,2,1,8,0,0,7,4,1
il_municipality,il,ramat yishay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0
il_municipality,il,ramla,,0,141,25,35,4,0,0,83,0,0,0,0,119,23,4,0,26,20,25,6,26,4,0,35,22,7,7,14,5,5,15,0,48,44,23
il_municipality,il,rehasim,,0,44,9,9,5,0,0,14,0,0,0,0,31,10,-3,0,15,5,11,0,5,0,0,8,10,6,1,2,2,4,1,0,13,4,0
il_municipality,il,rehovot,,0,147,23,37,3,0,0,72,0,0,0,0,115,39,3,0,39,18,42,22,29,0,0,44,20,7,21,3,8,22,5,0,46,25,19
il_municipality,il,reyne,,,,2,0,1,0,0,3,0,0,0,0,2,-1,3,0,1,1,7,2,0,4,0,7,3,8,1,1,4,1,1,0,5,5,0
il_municipality,il,rishon letsiyon,,0,212,55,37,3,0,0,73,0,0,0,0,98,13,2,0,24,36,29,19,25,6,0,45,25,23,13,11,9,20,5,0,70,19,22
il_municipality,il,rosh ha'ayin,,0,59,13,15,10,0,0,20,0,0,0,0,60,8,4,0,18,14,25,23,16,2,0,29,17,10,12,15,5,18,9,0,22,7,13
il_municipality,il,sah'nin,,0,7,4,1,1,0,0,7,0,0,0,0,6,3,0,0,2,6,10,2,4,1,0,22,30,9,13,8,5,11,29,0,37,24,13
il_municipality,il,sajur,,0,,,,,0,0,,,,,,,3,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,3,2,0
il_municipality,il,savyon,,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,6,1,2,0,1,0,1,-2,0,3,0,0
il_municipality,il,sderot,,0,7,2,6,1,0,0,7,0,0,0,0,11,5,0,0,4,3,2,0,2,0,0,6,1,1,0,0,0,1,0,0,5,5,0
il_municipality,il,sha'ab,,,,,,,,,,,,,,,,,,,,,,,2,0,5,4,0,4,1,4,2,3,0,4,2,2
il_municipality,il,shfaram,,0,4,2,2,0,0,0,5,0,0,0,0,12,1,1,0,4,5,6,3,5,2,0,8,3,9,3,1,0,6,5,0,17,10,2
il_municipality,il,shlomi,,0,4,0,2,0,0,0,10,0,0,0,0,9,0,0,0,0,2,0,0,1,0,0,2,-1,0,1,0,1,0,-1,0,3,1,0
il_municipality,il,tamra,,0,6,6,1,1,0,0,2,0,0,0,0,4,0,0,0,1,5,7,4,4,1,0,9,6,2,7,-1,3,4,2,0,1,5,2
il_municipality,il,taybe,,0,54,9,29,3,0,0,78,0,0,0,0,131,22,7,0,16,20,48,9,44,15,0,49,15,10,30,11,18,11,20,0,20,6,18
il_municipality,il,tel mond,,0,,,,,0,0,,,,,,,0,1,0,1,0,1,1,0,0,0,1,1,5,2,4,0,4,-9,0,18,1,2
il_municipality,il,tel sheva,,0,,,,,0,0,4,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,1,4,0,2,1,0
il_municipality,il,tira,,0,14,11,2,0,0,0,11,0,0,0,0,47,7,1,0,2,2,15,6,27,1,0,21,9,7,24,14,5,18,20,0,59,52,31
il_municipality,il,tirat karmel,,0,16,2,2,0,0,0,4,0,0,0,0,5,2,1,0,6,5,4,1,3,2,0,2,2,1,0,5,1,0,-1,0,8,2,0
il_municipality,il,tsfat,,0,24,2,4,0,0,0,4,0,0,0,0,21,3,3,0,12,18,8,22,3,2,0,31,11,12,3,11,5,2,-2,0,19,5,3
il_municipality,il,tur'an,,,,,,,,,,,,,,,1,1,0,0,0,3,1,6,1,0,1,1,0,1,0,0,1,3,0,1,3,0
il_municipality,il,tverya (tiberias),,0,57,5,15,2,0,0,27,0,0,0,0,41,13,1,0,16,6,23,5,-1,4,0,17,13,2,21,6,6,15,6,0,23,9,4
il_municipality,il,um al-fahem,,0,35,8,4,0,0,0,41,0,0,0,0,51,8,7,0,9,7,19,7,25,3,0,26,12,15,5,6,17,18,18,0,50,6,28
il_municipality,il,yafi'a,,0,16,5,9,2,0,0,18,0,0,0,0,26,9,2,0,9,7,5,4,2,4,0,15,4,1,9,5,0,1,-1,0,3,2,0
il_municipality,il,yanuh-jat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,6,3,2
il_municipality,il,yavne,,0,54,9,6,1,0,0,16,0,0,0,0,36,7,5,0,14,5,8,2,4,1,0,7,7,4,8,3,6,6,-3,0,25,13,7
il_municipality,il,yavne'el,,0,7,7,2,0,0,0,3,0,0,0,0,9,0,0,0,1,-1,1,0,1,0,0,0,1,0,1,0,-1,0,0,0,2,0,1
il_municipality,il,yeroham,,0,15,6,4,0,0,0,13,0,0,0,0,6,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,2,1,0
il_municipality,il,yerushalayim (jerusalem),,0,1556,390,299,100,0,0,933,0,0,0,0,1452,269,80,0,325,297,467,243,296,54,0,621,359,232,264,156,52,241,195,0,496,257,155
il_municipality,il,yirka,,,,,,,,,,,,,,,,0,0,7,11,29,27,70,24,0,68,10,17,11,11,33,12,22,0,14,11,5
il_municipality,il,yokne'am ilit,,0,9,2,1,0,0,0,9,0,0,0,0,7,5,1,0,4,2,7,1,4,0,0,1,1,0,2,1,0,4,-5,0,9,0,2
il_municipality,il,zarzir,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,5,0,1
il_municipality,il,zemer,,,,,,,,,,0,0,0,0,25,3,1,0,10,2,5,4,6,-1,0,1,5,2,2,6,0,6,2,0,4,0,7
il_municipality,il,zih'ron ya'akov,,0,7,5,0,0,0,0,9,0,0,0,0,11,2,1,0,1,2,0,0,0,0,0,1,3,4,1,2,6,1,1,0,7,5,8
il_municipality,il,אורנית,,,,,,0,0,0,,,,,,,0,1,0,-1,0,0,1,2,0,0,0,0,0,1,0,2,1,-3,0,3,0,1
il_municipality,il,אלון שבות,,0,6,1,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,1,0,0
il_municipality,il,אלעזר,,,,,,,0,0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
il_municipality,il,אלפי מנשה,,0,4,1,0,0,0,0,4,0,0,0,0,6,3,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
il_municipality,il,אלקנה,,0,,,4,0,0,0,1,0,0,0,0,1,0,0,0,2,2,7,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
il_municipality,il,אפרת,,0,15,4,1,0,0,0,1,0,0,0,0,6,-1,-1,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
il_municipality,il,אריאל,,0,3,2,0,2,0,0,0,0,0,0,0,4,2,1,0,0,1,0,1,1,0,0,6,1,0,2,0,0,1,0,0,4,0,1
il_municipality,il,באקה אל-גרביה,,0,47,14,7,5,0,0,21,0,0,0,0,36,16,4,0,10,8,17,6,12,3,0,22,14,4,8,9,0,2,4,0,7,2,7
il_municipality,il,בית אל,,0,6,1,0,1,0,0,0,0,0,0,0,8,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
il_municipality,il,בית אריה-עופרים,,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
il_municipality,il,ביתר עילית,,0,409,102,37,8,0,0,111,0,0,0,0,208,29,-1,0,48,34,46,16,12,2,0,41,35,2,23,13,1,10,9,0,13,7,3
il_municipality,il,בת חפר,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,1,0
il_municipality,il,ג'ולס,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,2,5,0,2,0,0
