region_schema,region_parent,region_child,agerange,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30
admin_1,kr,kr-26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,19,34,42,58,61,65,80,83,88,90,92,92,95,96,96,96,96,98,99,100,103,106,107,107,107,107,108,108,108,109,111,112,112,113,114,117,118,119,122,122,122,122,122,122,123,125,125,126,126,126,126,126,127,130,130,130,130,132,132,134,135,136,136,137,137,137,137,137,137,138,138,138,138,138,138,140,141,141,141,141,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,145,145,146,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,148,148,148,148,150,150,150,150,152,152,152,152,152,153,154
admin_1,kr,kr-27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,30,110,193,310,483,543,710,1132,1580,2236,2704,3081,3601,4007,4328,4694,5084,5381,5571,5663,5794,5867,5928,5990,6031,6066,6098,6144,6241,6275,6344,6387,6411,6442,6456,6482,6516,6587,6610,6624,6684,6704,6725,6734,6761,6768,6781,6794,6803,6807,6807,6814,6816,6819,6822,6823,6827,6827,6830,6832,6833,6835,6836,6840,6842,6845,6846,6847,6849,6852,6852,6852,6852,6856,6856,6856,6856,6856,6859,6859,6861,6861,6862,6865,6865,6868,6869,6870,6871,6871,6872,6872,6872,6873,6873,6874,6875,6878,6880,6880,6882,6883,6884,6884,6885,6885,6886,6886,6887,6888,6888,6888,6888,6889,6892,6894,6894,6894,6895,6896,6896,6898,6899,6900,6901,6903,6903,6903,6904,6904,6906,6906
admin_1,kr,kr-28,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,6,6,7,7,9,9,9,9,9,9,13,25,25,27,28,30,30,31,32,32,36,40,40,40,41,42,43,46,51,58,58,64,69,73,74,77,79,80,80,84,84,85,85,86,87,88,88,88,89,90,91,92,92,92,92,92,92,92,92,93,93,93,94,95,95,96,97,97,97,97,98,101,104,105,107,119,124,124,124,124,126,134,140,141,141,143,144,147,158,180,198,203,206,224,232,249,256,262,273,279,283,286,294,300,301,302,310,318,320,322,323,323,328,328,329,330,333,334,336,337,337,338,341
admin_1,kr,kr-29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,8,9,9,9,9,9,9,9,9,11,13,13,13,13,13,15,15,15,15,15,15,16,16,16,17,17,18,18,19,19,19,19,19,20,20,20,20,20,24,25,26,26,27,27,27,27,27,27,27,27,27,27,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,37,41,44
admin_1,kr,kr-30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,5,9,13,13,13,14,14,15,16,18,18,18,18,18,18,20,22,22,22,22,22,22,22,22,22,24,24,24,24,30,31,31,34,34,36,36,36,36,36,37,39,39,39,39,39,39,39,39,39,39,39,40,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,43,43,43,43,43,44,44,44,44,44,44,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,49,54,61,67,72,82,82,86,94,98,102,104,110,112,117
admin_1,kr,kr-31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,11,14,17,20,20,20,23,23,23,23,24,24,24,25,25,27,27,28,28,28,30,36,36,36,36,36,36,37,37,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,41,41,41,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,49,49,49,50,50,50,50,50,50,50,50,50,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,55,55,55,55,55,55,55
admin_1,kr,kr-41,,0,0,0,0,1,1,2,2,2,2,3,5,6,8,8,8,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,14,20,24,35,42,51,62,72,82,89,92,94,101,110,120,130,141,153,163,175,178,185,200,211,231,262,277,295,309,321,337,351,366,387,401,412,433,448,463,476,499,516,539,562,572,580,590,596,606,615,624,628,631,639,645,649,650,654,654,656,658,658,659,660,662,668,671,674,676,676,678,678,680,681,681,681,682,684,688,694,698,706,708,714,717,721,721,724,725,735,735,741,754,760,766,768,774,795,815,828,840,852,867,879,894,907,915,934,942,955,976,992,1011,1025,1035,1045,1050,1063,1079,1090,1107,1117,1123,1130,1137,1146,1150,1167,1184,1200,1207
admin_1,kr,kr-42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,7,7,15,19,20,21,23,25,26,27,28,28,29,29,29,29,29,29,29,30,30,30,30,30,30,30,31,31,31,32,34,36,36,38,39,41,42,45,45,47,49,49,49,49,49,49,49,51,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,57,57,57,57,57,57,57,58,58,58,58,59,59,59,59,60,60,60,60,60,60,60,62,62,62,63,63,64,64,64,64,65
admin_1,kr,kr-43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,5,8,9,10,11,11,11,11,12,15,20,24,25,25,27,27,27,28,31,31,31,32,33,33,34,35,37,38,38,39,41,41,41,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,47,47,49,52,52,52,55,55,56,56,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,63,64,64,65
admin_1,kr,kr-44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,12,35,55,68,78,81,82,86,90,92,98,102,104,112,114,115,115,115,115,115,118,118,119,119,120,120,120,123,124,124,126,127,127,128,131,133,134,135,135,136,137,137,138,138,138,139,139,139,139,139,139,141,141,141,141,141,141,141,141,141,142,142,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,144,144,144,144,144,144,144,145,145,145,145,145,145,145,146,146,146,146,146,146,146,146,147,148,148,148,150,150,150,150,151,151,152,152,153,156,156,158,159,161,161,162,163,166,166,167,167,167
admin_1,kr,kr-45,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,10,10,10,10,10,10,10,10,10,10,12,13,13,14,14,15,15,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,23,23,24,24,25,25,25,26,26,27,27
admin_1,kr,kr-46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,8,8,8,8,9,9,9,12,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,24,24
admin_1,kr,kr-47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,28,145,170,193,249,317,345,409,488,556,624,685,774,861,984,1049,1082,1107,1117,1135,1143,1147,1153,1157,1164,1169,1178,1190,1203,1243,1254,1256,1257,1262,1274,1283,1285,1287,1298,1300,1302,1304,1309,1310,1314,1316,1317,1320,1320,1327,1330,1333,1337,1342,1348,1352,1356,1358,1359,1361,1361,1363,1363,1364,1364,1364,1364,1365,1365,1365,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1367,1367,1368,1368,1368,1368,1368,1368,1368,1368,1370,1370,1376,1377,1378,1378,1379,1379,1379,1379,1379,1379,1379,1380,1382,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1384,1384,1385,1385,1386,1386,1387,1387,1387,1388,1389
admin_1,kr,kr-48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,17,20,23,34,43,49,59,63,64,64,65,74,77,82,83,83,83,84,85,85,85,85,85,86,86,86,87,87,88,89,90,90,90,91,91,94,95,96,100,106,107,108,109,111,112,113,115,115,115,115,115,115,115,115,115,116,116,116,116,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,118,119,119,119,119,121,121,121,121,121,122,123,123,123,123,123,123,123,123,123,123,123,123,123,123,124,124,124,125,127,127,127,127,127,130,132,132,132,132,132,133,133,133,133,133,133,133,133,134,134
admin_1,kr,kr-49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,7,8,8,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,19,19,19,19,19,19,19,19,19,19,19,19
admin_1,kr,kr-50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,8,10,15,32,38,39,40,40,41,41,41,41,41,42,42,44,44,44,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,49,49,49,49,49,49,49,49,49,50
