region_schema,region_parent,region_child,agerange,2020-07-17,2020-07-18,2020-07-19,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27
lt_municipality,lt,lazdijų,,0,5,5,0,5,1,1,1,1,5,5,5,5,1,5,1,1,6,6,0,0,6,6,6,0,6,6,6,6,6,0,0,6,0,0,6
lt_municipality,lt,marijampolės,,72,7,72,73,73,73,73,73,73,73,73,9,73,73,73,9,75,7,75,75,7,75,75,75,7,7,7,75,7,7,76,76,76,76,9,9
lt_municipality,lt,molėtų,,3,2,3,3,4,4,3,3,7,7,7,7,7,4,7,7,7,4,5,5,6,6,5,5,5,5,8,5,5,5,12,12,5,12,12,7
lt_municipality,lt,panevėžio,,7,2,21,7,8,21,11,7,21,7,19,21,29,7,21,21,38,21,41,40,38,8,8,4,28,8,40,7,27,27,9,46,9,9,26,10
lt_municipality,lt,prienų,,5,0,5,0,0,0,0,5,0,0,5,5,5,5,5,7,8,10,5,5,15,15,5,17,17,5,5,18,5,18,17,17,17,17,15,12
lt_municipality,lt,radviliškio,,1,0,0,0,7,0,0,7,7,0,7,7,0,7,7,1,7,1,1,7,1,1,7,1,1,1,7,7,1,1,1,1,1,1,8,0
lt_municipality,lt,raseinių,,1,5,5,1,5,1,1,1,5,1,5,2,2,2,2,5,5,5,5,2,5,2,2,2,5,2,2,5,5,5,5,2,5,5,2,2
lt_municipality,lt,rokiškio,,0,1,1,1,1,1,1,3,3,1,3,2,2,2,2,3,1,4,1,4,4,1,1,1,1,1,0,5,0,0,0,5,0,0,5,5
lt_municipality,lt,tauragės,,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,2,10,1,10,10,2,5,5,5,4,5,6,7,11,11,7,11,8,11
lt_municipality,lt,telšių,,2,2,2,2,9,9,2,9,2,9,2,9,2,9,9,9,9,9,2,2,2,2,2,9,2,2,2,2,9,9,9,9,9,9,9,9
lt_municipality,lt,trakų,,8,8,8,8,10,9,9,5,9,9,7,7,7,7,8,7,7,8,7,10,10,10,7,7,7,11,7,7,7,9,10,16,10,10,18,10
lt_municipality,lt,ukmergės,,9,9,9,9,9,9,79,9,79,79,79,9,9,79,79,9,79,9,9,9,79,11,79,11,11,79,11,11,11,12,79,79,79,12,79,79
lt_municipality,lt,utenos,,6,6,2,6,2,2,2,2,6,2,8,0,8,8,8,8,0,8,8,0,8,8,0,8,8,8,0,0,8,8,8,8,8,8,0,0
lt_municipality,lt,varėnos,,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0
lt_municipality,lt,vilkaviškio,,6,6,2,2,2,2,6,6,6,2,6,6,2,2,2,6,1,7,1,7,1,7,1,7,1,7,7,7,7,1,7,1,1,7,1,1
lt_municipality,lt,vilniaus,,384,133,42,254,44,394,394,254,395,258,144,407,150,41,409,153,264,44,46,418,175,418,43,271,43,418,206,426,42,428,246,43,274,274,45,45
lt_municipality,lt,visagino,,1,3,1,3,3,4,4,4,1,1,1,1,4,1,1,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
lt_municipality,lt,zarasų,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,2,0,2,1,1,1,1,1,1,1,1,2,3,3,2,2,2
lt_municipality,lt,šakių,,4,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,5,5,2,6,6,2,2,1,1,1,7,7,3,7,7,3,7,7,4,7
lt_municipality,lt,šalčininkų,,3,13,13,4,15,3,3,5,5,5,7,15,8,8,10,10,15,15,16,16,10,10,9,8,8,8,21,23,5,5,5,5,23,24,5,24
lt_municipality,lt,šiaulių,,1,1,1,1,10,1,1,1,10,10,1,10,10,2,10,2,2,10,10,2,2,10,2,2,10,10,2,10,10,10,10,10,10,2,2,10
lt_municipality,lt,šilalės,,0,3,3,0,0,0,3,3,0,3,3,3,3,0,3,0,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3
lt_municipality,lt,širvintų,,15,4,4,15,4,15,4,4,15,4,16,3,3,16,3,16,3,16,3,16,18,18,18,18,1,18,18,1,0,19,19,0,19,0,19,19
lt_municipality,lt,švenčionių,,0,0,0,11,0,11,11,0,0,11,11,0,0,11,11,11,11,0,11,11,0,0,11,0,11,0,11,0,11,11,0,11,11,11,11,7
