region_schema,region_parent,region_child,agerange,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12
admin_1,jp,jp-11,,4,4,6,7,10,11,11,12,13,13,15,15,15,15,20,21,23,23,23,23,23,23,25,25,25,26,26,27,28,32,32,32,32,32,32,34,34,34,34,36,42,42,49,49,52,52,54,54,60,62,73,514,525,548,616,642,674,691,730,742,750,763,802,812,831,842,848,852,865,870,875,882,888,890,888,896,905,909,912,918,920,920,920,928,929,936,941,943,943,947,950,951,951,941,941,941,941,942,946,947,950,950,951,954,958,960,969,976,978,984,1007,1016,1032,1041,1060,1083,1087,1103,1129,1144,1161,1192,1192,1247,1292,1308,1377,1404,1443,1497,1561,1602,1617,1637,1707,1735,1819,1841,1914,1962,1987,2021,2090,2119,2190,2234,2302,2383,2412,2464,2510,2532,2625,2625,2716,2751,2807,2825,2875,2930,2995,3026,3059,3145,3180,3215,3287,3348,3381,3434,3434,3564,3585,3659,3701,3736,3788,3835,3850
admin_1,jp,jp-12,,9,9,12,14,15,15,15,17,18,18,19,19,19,19,23,26,31,31,32,32,32,32,35,37,38,39,39,45,45,51,54,67,71,77,77,80,82,95,97,97,98,101,102,103,105,105,105,111,136,179,253,423,448,467,503,542,570,604,627,649,650,662,713,737,746,752,762,765,774,780,787,797,804,805,807,815,824,825,838,839,839,839,841,843,843,846,846,846,846,846,850,853,853,855,855,856,861,863,865,867,867,868,868,868,871,873,874,888,891,893,895,899,899,906,910,914,921,930,947,959,967,967,995,1004,1014,1038,1038,1070,1086,1089,1109,1146,1190,1207,1215,1237,1237,1278,1304,1315,1364,1397,1439,1452,1499,1527,1555,1678,1752,1838,1867,1885,1931,1931,2063,2110,2144,2173,2214,2273,2323,2385,2419,2461,2506,2539,2568,2635,2685,2712,2712,2776,2826,2854,2900,2933,2954,2989,2998
admin_1,jp,jp-13,,30,31,31,31,31,31,31,31,31,40,40,40,40,40,40,40,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,297,600,600,897,937,952,970,994,1173,1261,1271,1424,1518,1550,1567,1589,1612,1619,1932,2136,2152,2170,2185,2901,3039,3232,3386,3474,3512,3632,3848,3941,4073,4189,4229,4239,4311,4379,4413,4443,4501,4508,4510,4539,4586,4623,4648,4687,4695,4696,4716,4758,4785,4824,4856,4862,4866,4887,4936,4978,5017,5071,5084,5100,5148,5183,5215,5258,5295,5320,5346,5395,5447,5474,5540,5582,5617,5642,5706,5772,5876,5979,6094,6169,6223,6336,6472,6608,6771,6909,7003,7057,7312,7513,7767,7852,7914,7966,8124,8464,8758,9109,9438,9615,9615,9791,10112,10437,10687,11007,11361,11609,11778,11970,12220,12526,12848,13274,13596,13759,14015,14015,14812,15109,15409,15562,15726,16027,16361,16693,17005,17411,17530,17670,17859,18058,18239,18487,18487,18875,18967,19171,19440,19587,19812,20019,20109
admin_1,jp,jp-14,,6,6,6,12,14,17,17,17,18,18,20,20,20,27,28,28,32,32,32,32,35,37,37,44,44,44,55,55,55,55,55,68,73,88,88,111,114,120,120,120,122,150,150,168,172,177,184,185,185,188,188,645,645,645,709,732,768,808,809,809,809,888,904,933,935,965,965,965,991,1012,1034,1034,1080,1080,1080,1102,1123,1130,1151,1163,1163,1163,1181,1185,1194,1202,1213,1213,1213,1183,1249,1255,1271,1265,1265,1265,1276,1283,1283,1290,1291,1295,1304,1306,1338,1326,1321,1342,1362,1382,1364,1382,1378,1409,1430,1464,1488,1484,1497,1522,1555,1559,1608,1638,1614,1768,1714,1759,1787,1805,1838,1854,1879,1965,2030,2044,2106,2179,2161,2214,2266,2381,2445,2573,2573,2687,2677,2732,2837,2940,3076,3156,3166,3166,3320,3414,3446,3547,3597,3684,3826,3916,3975,4033,4139,4201,4390,4327,4404,4468,4468,4637,4716,4747,4808,4891,4988,5021,5089
admin_1,jp,jp-15,,1,1,1,2,3,3,3,3,3,7,7,7,7,10,10,10,11,11,11,11,15,17,17,24,24,24,25,25,25,29,29,29,29,29,29,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,46,46,47,50,50,51,51,60,60,60,64,64,67,68,69,69,69,74,74,75,75,77,77,77,79,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,85,85,85,85,85,86,88,88,88,88,89,89,89,92,99,101,103,107,107,107,113,116,118,119,121,121,121,121,124,125,126,126,127,128,128,128,129,129,131,132,136,136,136,137,137,137,137,139,140,140,140,141,141
admin_1,jp,jp-16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,8,8,8,8,9,9,9,9,9,9,9,9,37,37,37,37,37,38,77,77,77,99,105,122,126,137,156,156,165,166,166,168,171,178,178,180,182,185,186,187,187,189,190,193,196,196,198,198,199,199,199,202,202,202,202,202,202,203,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,206,206,206,206,206,206,206,206,207,207,207,209,209,209,209,210,210,210,210,211,211,212,212,212,213,215,216,221,227,228,232,236,238,242,242,248,250,255,258,259,260,263,272,279,285,290,294,295,301,306,318,318,333,339,345,354,358,360,364,364
admin_1,jp,jp-17,,1,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,14,16,16,16,16,16,16,22,22,22,23,23,23,23,23,46,46,127,130,132,136,150,152,159,166,170,177,182,191,195,198,201,210,210,211,211,211,215,218,219,219,221,227,233,233,236,237,237,238,239,239,239,241,241,241,241,243,244,247,247,248,248,248,249,249,250,251,251,252,256,257,257,257,257,260,261,261,265,266,267,267,267,267,267,269,269,269,269,269,270,270,270,270,270,270,270,270,271,272,273,274,275,276,279,280,281,282,283,283,285,288,289,290,293,294,294,298,305,312,312,334,351,359,367,377,383,398,406,427,441,450,454,464,484,502,507,507,568,573,537,562,570,577,595,602
admin_1,jp,jp-18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,6,6,7,8,8,8,8,8,23,26,26,26,26,33,33,33,63,63,64,69,69,75,75,78,78,84,84,89,93,94,95,96,98,98,99,102,102,104,104,105,105,107,108,109,109,109,109,109,109,109,110,112,112,112,112,112,113,113,113,113,113,113,113,113,113,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,115,115,115,115,117,117,117,117,117,117,117,117,118,118,118,121,123,125,128,128,128,128,132,134,136,138,140,141,141,141,141,141,142,142,145,145,145,147,147,148,149,152,154,156,160,160,163,168,171,181,184,184,184,190
admin_1,jp,jp-19,,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,22,22,22,22,22,22,23,24,24,29,29,29,29,29,29,29,48,48,48,49,49,51,51,51,51,51,51,51,52,55,56,56,56,57,57,57,57,59,59,59,59,59,60,60,62,62,62,63,63,64,64,67,67,67,68,68,69,69,69,69,69,69,70,71,71,71,71,71,71,71,72,72,72,72,72,73,74,74,74,74,74,74,74,74,74,74,74,74,74,75,75,75,75,76,76,76,77,77,78,79,79,79,79,85,86,86,89,92,92,92,92,100,102,102,104,104,104,117,117,121,123,125,125,125,129,131,134,135,147,147,147,152,154,157,157,157,158,158,163,163,163,163,164,164
admin_1,jp,jp-20,,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,6,6,8,8,8,17,17,17,17,17,17,23,23,28,28,32,34,37,37,37,48,50,51,51,52,52,52,54,55,55,59,60,60,60,64,65,65,66,67,69,69,69,71,71,71,71,71,71,71,71,72,72,72,73,73,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,79,80,81,82,82,83,83,83,83,90,90,92,95,95,97,97,100,104,111,111,114,115,119,119,128,130,131,143,145,149,150,150,152,155,155,155,170,180,196,206,206,226,230,246,258,265,271,272,277
admin_1,jp,jp-21,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,5,5,5,5,5,6,12,16,16,16,16,24,24,24,24,24,36,57,57,65,65,65,70,79,79,81,95,106,106,114,114,122,123,127,131,132,133,134,134,135,136,137,137,138,138,138,139,140,140,141,141,141,141,141,141,141,141,142,142,142,142,142,142,142,142,143,143,143,143,143,143,144,144,144,144,144,144,145,146,146,146,146,147,147,147,147,147,147,147,147,148,148,148,148,148,148,149,151,151,151,151,151,154,155,156,159,159,161,161,164,169,176,186,201,206,208,220,230,244,244,277,297,309,319,343,354,373,399,414,424,439,439,458,467,476,478,479,489,496,498,499,506,512,514,519,525,527,527,527,531,532,535,538,540,542,545,545
admin_1,jp,jp-22,,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,8,8,8,8,13,13,13,13,13,13,24,24,24,24,24,24,24,24,42,42,46,46,46,57,57,60,61,66,66,66,70,70,70,70,70,70,70,70,71,71,71,72,72,72,73,73,73,73,72,72,72,73,73,73,73,73,73,73,73,73,74,74,74,74,74,75,75,75,75,75,75,75,77,77,79,79,79,79,79,81,81,81,82,82,82,82,82,82,83,83,84,84,84,88,88,89,89,89,89,89,97,97,107,107,128,128,128,163,185,200,212,233,233,233,233,286,297,307,319,319,319,341,341,362,374,381,381,381,389,395,395,409,414,414,414,432,435,442,447,447,451,451,465,467,469,473,480,480
admin_1,jp,jp-23,,3,3,3,8,8,8,9,36,36,42,42,42,42,47,47,47,48,48,48,52,52,52,53,63,63,63,63,63,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,75,75,75,75,75,75,99,324,328,339,350,352,369,377,388,390,400,404,413,423,428,431,437,442,442,442,444,450,453,453,455,456,457,457,458,460,462,463,463,463,465,465,465,466,467,467,467,468,470,470,471,470,470,470,471,474,474,475,476,477,477,478,478,478,478,478,480,480,480,480,481,481,482,483,483,483,483,485,486,486,489,489,491,493,496,498,505,506,511,523,529,551,553,578,603,620,667,783,917,1040,1153,1185,1241,1345,1518,1695,1804,1913,2125,2248,2248,2557,2661,2737,2854,2966,3021,3150,3329,3432,3513,3573,3644,3706,3747,3807,3865,3865,3977,4033,4088,4156,4212,4256,4310,4366
admin_1,jp,jp-24,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,5,5,5,9,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,19,19,19,19,19,19,20,29,29,30,32,33,34,34,34,36,37,37,38,39,39,39,39,39,39,40,40,41,41,41,41,41,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,47,47,49,49,50,50,51,52,52,53,53,53,55,55,57,68,61,73,78,82,97,99,99,133,149,149,176,180,180,199,213,219,230,250,255,256,262,271,280,292,301,301,305,320,334,334,339,346,349,349,355,364,367,372
admin_1,jp,jp-25,,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,8,10,10,10,13,13,13,13,13,22,22,22,22,35,35,35,35,35,35,36,36,52,60,65,66,67,72,76,77,77,78,78,79,81,80,83,83,83,87,89,89,89,89,91,91,91,91,91,92,94,94,97,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,101,101,103,103,103,103,103,104,105,105,105,106,106,108,109,112,113,125,133,137,143,145,151,153,158,161,169,175,186,198,209,210,225,236,236,248,256,268,276,281,297,313,320,328,335,342,348,354,357,370,381,381,396,403,407,414,418,421,425,427
admin_1,jp,jp-26,,6,6,6,7,7,7,7,7,8,11,13,13,13,15,16,18,18,18,18,18,18,23,29,29,33,33,33,34,37,39,53,53,70,77,77,88,93,93,137,140,140,140,156,159,159,168,176,176,185,206,212,227,227,227,247,251,269,277,283,283,283,291,297,303,304,309,309,309,312,318,322,321,323,323,323,325,325,331,331,332,332,332,332,334,337,337,338,338,338,338,339,340,341,341,341,341,342,342,342,342,344,344,344,345,346,346,346,347,347,347,348,352,353,356,362,362,362,366,382,385,391,395,395,395,403,410,422,422,422,422,422,452,466,478,491,528,528,528,553,579,615,658,687,687,687,687,776,793,811,832,832,832,898,898,943,960,983,983,983,1039,1086,1102,1132,1154,1154,1154,1242,1260,1287,1317,1317,1340,1340,1388,1410,1432,1444,1474,1474
admin_1,jp,jp-27,,22,22,22,26,26,27,27,37,41,41,48,48,48,70,70,71,73,80,82,83,83,116,118,121,121,127,147,152,155,175,182,220,233,233,233,246,246,246,246,252,260,274,281,551,555,557,575,576,576,629,674,978,990,1031,1068,1101,1176,1228,1256,1265,1281,1294,1294,1323,1399,1399,1449,1449,1480,1502,1525,1539,1539,1552,1565,1594,1602,1602,1610,1617,1628,1628,1628,1635,1646,1655,1663,1668,1668,1668,1675,1677,1680,1681,1681,1681,1681,1684,1687,1693,1696,1699,1705,1705,1705,1712,1714,1714,1714,1723,1730,1742,1742,1750,1763,1777,1777,1806,1806,1826,1830,1873,1873,1873,1931,1958,2012,2046,2080,2080,2080,2222,2418,2477,2598,2702,2820,2911,3013,3119,3286,3544,3641,3812,3919,4092,4256,4406,4535,4719,4892,5049,5179,5179,5448,5571,5748,5840,5983,6162,6320,6443,6597,6741,6924,7027,7181,7268,7603,7706,7706,7868,7929,8050,8162,8262,8361,8454,8518
admin_1,jp,jp-28,,0,1,1,2,2,2,5,5,5,5,18,18,18,18,18,18,51,52,52,53,53,53,58,59,59,59,59,61,61,63,63,65,65,65,65,65,67,68,72,77,80,80,81,81,83,86,90,90,96,99,100,454,463,486,500,512,521,539,548,559,565,571,581,594,601,605,605,609,613,615,618,622,625,626,626,630,632,636,641,647,652,652,652,652,652,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,654,654,654,654,652,655,656,656,656,656,656,658,659,660,662,662,662,663,669,673,674,681,690,697,703,705,706,725,745,763,796,811,811,811,856,877,912,941,955,1008,1037,1069,1128,1179,1231,1268,1327,1369,1406,1464,1490,1536,1557,1557,1618,1663,1695,1746,1778,1802,1826,1878,1913,1953,1988,2017,2039,2056,2086,2110,2110,2160,2163,2178,2193,2206,2223,2240,2262
admin_1,jp,jp-29,,2,2,2,2,2,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,38,38,38,38,38,52,62,66,67,67,68,70,74,76,77,79,79,81,81,82,82,82,82,82,84,84,85,86,88,88,88,88,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,92,98,100,103,103,105,114,122,124,126,126,134,136,146,153,160,178,179,181,188,199,211,215,223,234,235,237,238,260,284,291,295,295,298,298,325,331,334,342,343,359,378,389,403,432,442,449,455,473,478,481,481,483,487,489,495,497,505,507,509
