region_schema,region_parent,region_child,agerange,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
admin_1,fr,fr-73,,3,3,6,5,4,11,2,5,5,8,0,3,3,2,3,11,0,4,2,4,2,2,0,2,0,1,3,0,4,0,4,0,0,3,3,2,4,0,0,1,5,0,2,0,1,1,0,8,0,5,3,12,0,1,2,7,0,0,0,0,4,0,0,0,1,1,4,8,12,8,2,3,9,0,4,5,9,7,11,4,6,5,20,15,29,10,7,4,12,3,10,16,12,16,5,0,18,18,17,27,14,10,23,28,31,35,62,52,17,40,23,88,60,43,53,19,8,55,79,43,79,59,25,49,38,128,116,72,70,53,45,103,75,131,82,78,52,56,174,62,113,83,206
admin_1,fr,fr-74,,11,13,20,2,6,6,17,1,0,8,0,0,6,0,6,0,7,1,0,4,8,7,5,0,0,6,0,2,0,4,0,0,4,0,4,12,2,3,7,8,1,5,5,5,6,0,6,1,4,3,2,4,0,4,6,3,6,7,0,3,1,5,5,7,17,17,13,20,27,32,93,21,36,19,14,89,146,1,122,49,29,38,63,57,85,102,12,20,58,38,45,109,38,42,1,58,90,61,106,107,55,42,42,165,96,74,99,49,52,36,131,89,60,93,123,34,15,237,140,76,199,86,39,87,118,150,140,143,67,57,13,208,142,142,79,113,56,46,181,124,252,33,181
admin_1,fr,fr-75,,83,149,48,35,41,38,90,90,17,77,6,12,51,112,65,72,38,16,5,26,88,80,65,55,24,35,50,73,41,30,64,22,15,75,19,62,75,23,10,23,67,16,57,40,36,12,18,45,70,26,75,47,25,20,60,49,162,102,8,18,53,107,46,68,150,86,27,60,112,136,107,167,81,74,215,9,322,264,138,253,153,383,139,417,384,401,513,313,429,403,642,531,574,356,180,391,796,703,732,503,855,315,697,887,828,1884,1164,634,453,1022,1431,1991,546,1281,1166,410,931,1507,2519,27,2401,792,582,1221,2884,985,2879,1854,474,669,1361,2067,1829,1796,2770,1348,437,1033,2068,2317,1359,2411,2868
admin_1,fr,fr-76,,31,34,4,5,9,29,8,11,5,7,2,1,6,3,4,10,1,1,0,4,6,6,2,5,9,5,17,8,7,33,9,25,38,3,15,73,21,31,26,23,56,16,36,27,21,10,25,36,56,46,16,36,3,13,30,23,28,31,5,13,4,26,16,2,22,6,6,3,19,0,23,25,16,16,4,14,12,21,39,26,7,45,14,35,18,55,35,22,11,33,37,53,40,39,80,28,74,92,83,74,100,54,51,205,182,92,363,201,133,95,398,263,295,289,298,81,240,592,247,752,199,375,109,290,605,499,727,549,542,227,400,565,997,185,385,392,230,92,494,518,448,363,818
admin_1,fr,fr-77,,28,45,31,14,7,106,36,54,30,5,25,8,62,62,56,11,17,21,3,10,51,52,31,2,11,9,20,27,18,25,11,11,8,12,12,30,8,14,8,2,33,27,5,15,23,11,18,23,35,1,29,0,12,14,19,21,20,25,13,6,5,14,12,28,35,34,0,8,41,32,57,46,49,31,42,42,124,95,93,64,52,38,99,92,70,78,135,44,51,82,143,91,140,197,17,83,147,164,174,248,220,87,110,320,224,387,430,244,77,350,88,291,392,691,4,164,216,216,585,298,793,92,146,239,428,835,81,566,306,171,199,645,371,435,745,467,156,206,342,619,633,684,533
admin_1,fr,fr-78,,72,24,43,35,23,46,81,80,11,17,22,21,59,106,17,23,61,21,11,17,43,52,29,17,14,21,39,36,12,14,40,1,22,32,34,35,66,4,6,27,43,54,6,35,35,4,13,31,30,2,64,5,17,19,28,24,57,21,42,17,4,36,21,55,56,61,25,30,58,42,98,34,60,28,92,7,76,137,93,79,26,96,191,99,176,146,75,32,14,156,147,79,253,172,21,47,257,263,280,79,137,72,78,320,399,250,295,326,97,68,782,392,7,601,223,147,263,879,230,511,311,635,128,320,939,176,742,336,596,287,410,594,383,910,409,641,212,310,504,531,555,1008,423
admin_1,fr,fr-79,,13,6,6,7,2,72,13,13,4,9,1,6,16,23,23,4,2,8,0,0,2,4,0,6,4,0,0,0,2,5,5,4,0,0,0,1,5,8,2,2,4,6,2,1,1,0,0,3,0,0,0,0,0,2,4,0,2,0,2,0,0,0,0,4,9,7,4,0,4,4,0,0,3,1,0,0,0,8,3,3,0,0,4,6,3,3,4,2,4,3,5,8,0,8,2,6,6,0,68,6,8,29,25,23,26,16,29,34,20,0,35,54,70,45,42,21,11,25,44,59,40,67,7,7,62,39,61,35,57,35,14,26,30,60,30,15,21,2,28,23,22,46,28
admin_1,fr,fr-80,,40,1,15,6,8,19,29,0,2,20,5,1,9,21,32,4,6,6,0,2,14,2,7,9,6,3,9,4,0,0,1,3,9,7,12,0,2,6,0,1,3,2,0,6,2,2,0,0,0,1,7,4,0,6,2,2,0,0,4,0,0,0,0,6,2,4,0,2,2,1,4,3,1,7,0,14,1,7,9,10,3,14,5,13,18,4,5,3,5,6,10,7,1,13,1,1,23,27,10,17,16,7,0,30,60,22,4,54,0,19,59,38,122,45,74,38,9,104,127,118,109,38,60,56,100,310,91,134,114,47,69,251,162,334,2,182,44,102,178,78,205,180,136
admin_1,fr,fr-81,,1,1,0,0,2,2,2,3,0,0,0,1,1,2,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,3,3,0,0,5,7,2,0,5,3,2,2,4,0,0,0,8,9,11,9,1,0,14,40,10,4,2,2,4,15,59,10,32,38,0,1,122,44,41,42,20,7,21,63,40,109,8,22,24,8,78,34,84,67,68,12,37,57,92,144,175,74,28,2,174,132,98,159,131,15,37,168,160,186,69,141,30,95,207,209,119,178,127
admin_1,fr,fr-82,,0,2,1,1,1,17,1,3,0,0,2,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,1,3,8,12,3,14,1,1,17,0,8,0,3,7,4,0,2,3,8,6,5,0,13,13,10,7,7,2,12,3,9,76,22,9,20,25,35,36,58,38,32,11,4,73,58,68,45,102,16,8,136,79,93,35,47,26,60,83,52,86,132,86,23,60,88,93,82,123,67,16,17,94,63,65,120,82
admin_1,fr,fr-83,,5,10,3,0,4,12,12,0,1,7,2,2,4,2,10,0,6,2,0,16,1,6,15,14,0,1,3,2,4,0,8,0,4,1,13,1,9,0,4,2,1,1,4,3,3,0,1,9,4,5,1,6,0,0,3,3,4,7,7,6,0,12,4,0,4,11,4,1,28,31,5,5,12,4,19,33,14,41,36,22,26,40,67,62,85,126,68,35,69,146,145,167,174,106,16,115,194,144,447,69,150,72,160,470,30,180,427,193,90,220,319,223,307,308,234,58,371,132,293,318,185,418,3,395,26,364,214,334,224,53,112,331,229,148,277,134,30,37,304,168,158,294,229
admin_1,fr,fr-84,,2,7,3,0,5,5,8,4,0,0,0,2,2,6,7,1,0,0,4,3,15,19,7,0,2,2,2,6,2,10,16,2,4,1,13,6,3,3,0,2,3,4,3,0,0,0,8,2,6,10,14,1,1,18,5,12,8,9,11,3,2,1,2,18,6,13,0,0,11,14,14,35,1,1,3,23,11,15,16,23,11,40,10,19,44,32,26,12,5,32,100,7,63,46,10,32,53,135,140,44,68,22,34,144,71,164,160,111,3,98,208,196,198,211,139,42,113,191,147,173,140,137,14,67,165,280,33,303,18,50,1,247,170,124,80,209,37,11,290,188,115,239,172
admin_1,fr,fr-85,,14,22,4,12,5,17,16,18,8,15,7,7,8,8,29,16,15,9,0,36,0,4,12,14,2,9,13,1,3,5,1,0,6,2,15,1,0,10,4,0,8,7,5,0,0,0,1,3,2,0,2,9,3,2,6,0,3,4,7,0,2,0,1,1,7,5,0,0,11,11,4,8,9,5,3,5,3,7,6,8,8,6,8,6,4,4,20,0,2,12,7,10,14,25,0,1,17,22,38,0,30,0,6,11,8,31,60,6,8,0,69,38,35,50,29,18,18,70,49,55,68,21,42,6,80,70,86,86,49,44,34,136,121,100,164,19,20,93,64,2,73,203,14
admin_1,fr,fr-86,,15,19,1,3,13,25,90,0,33,33,20,0,4,23,27,1,7,4,1,1,1,1,4,2,0,2,1,1,2,2,0,0,0,0,0,1,3,4,0,0,0,2,0,2,2,1,1,0,4,2,0,2,0,8,8,2,6,2,0,2,0,4,0,1,4,5,2,0,3,7,1,1,0,0,1,7,2,5,3,4,4,1,5,0,6,6,8,4,0,14,22,7,13,18,1,6,14,48,30,55,12,2,18,58,33,37,24,30,14,27,121,110,21,40,98,26,10,255,35,98,123,64,30,91,148,90,53,139,97,6,48,121,135,108,97,68,69,27,49,55,50,47,62
admin_1,fr,fr-87,,2,0,1,1,1,3,2,0,0,0,0,2,1,1,4,4,0,0,0,0,8,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,6,4,1,1,2,0,4,0,3,3,0,2,5,5,1,5,1,1,0,2,2,1,5,2,0,0,12,0,4,6,6,2,7,7,6,9,7,16,6,1,10,28,36,45,36,40,19,44,21,42,70,53,18,25,59,61,78,76,64,5,33,78,52,136,91,45,44,138,10,161,79,119,77,34,44,93,92,42,143,76
admin_1,fr,fr-88,,14,16,0,0,2,18,4,12,3,13,2,0,10,4,7,6,9,0,0,4,4,8,0,4,0,3,11,4,6,3,3,3,4,5,4,2,12,0,0,1,5,4,2,1,3,0,1,5,13,2,5,0,0,2,1,8,14,9,2,0,0,28,8,33,55,24,0,5,33,10,16,11,8,3,3,12,10,4,17,0,0,2,6,2,10,0,4,2,11,19,36,18,3,5,0,1,6,41,1,17,14,2,4,6,23,29,21,19,12,17,21,23,18,19,10,14,13,19,12,32,14,35,7,16,50,22,14,30,4,4,48,10,23,19,18,14,4,20,30,31,18,47,26
admin_1,fr,fr-89,,7,2,8,20,2,8,12,8,4,14,0,6,0,6,0,0,2,0,0,8,8,13,7,0,4,0,2,2,1,1,0,0,0,2,2,0,0,0,2,2,4,4,2,2,1,9,4,0,2,3,1,0,2,0,0,4,1,1,4,10,2,2,1,6,3,4,0,4,0,4,4,8,6,0,6,9,6,7,10,1,1,3,6,9,17,13,2,0,1,9,10,1,13,7,5,7,19,15,16,21,23,25,17,49,1,49,50,36,12,6,75,33,16,46,19,5,16,56,5,79,37,57,21,19,92,52,40,80,97,26,26,137,98,92,76,61,26,32,85,59,68,74,50
admin_1,fr,fr-90,,1,1,2,0,7,9,7,5,0,0,4,0,0,2,4,8,5,3,1,1,2,5,7,0,0,0,0,4,1,1,4,1,2,1,0,1,9,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1,1,0,2,0,2,4,0,0,1,3,0,0,0,0,0,0,0,0,2,3,6,1,3,3,6,0,3,3,4,4,8,10,3,3,7,3,8,9,13,9,15,3,4,17,8,6,18,5,9,6,2,22,6,24,1,12,5,10,34,9,20,49,26,0,12,54,16,10,14,26,1,8,14,12,22,15,6,6,5,13,10,59,10,25
admin_1,fr,fr-91,,50,117,28,3,9,76,55,19,20,20,3,3,56,4,48,26,21,13,8,13,28,18,31,32,33,13,6,66,12,24,16,1,4,30,41,0,12,12,1,35,8,25,22,31,14,0,16,25,30,19,128,1,4,1,33,35,7,26,41,4,13,17,30,29,65,33,12,6,132,51,83,52,60,17,49,62,95,204,11,93,42,146,49,164,197,154,22,34,83,288,49,167,308,1,36,119,122,304,229,123,178,63,210,309,190,424,299,297,62,227,323,412,483,295,299,152,272,292,465,539,412,541,65,324,558,553,262,776,406,117,404,747,720,648,551,309,237,173,912,538,464,1070,466
admin_1,fr,fr-92,,75,55,118,32,5,79,134,56,3,54,7,13,37,66,81,38,25,14,4,6,50,18,35,47,21,9,36,13,17,24,11,11,10,22,26,29,22,40,9,14,30,50,3,19,43,19,10,53,48,29,30,32,9,17,81,21,52,87,2,14,15,55,4,107,74,44,11,48,156,22,107,59,91,21,17,186,107,213,77,122,55,77,188,159,155,315,131,75,142,157,337,414,4,275,79,177,359,385,418,329,435,159,201,716,430,914,1053,90,144,549,869,663,1316,242,652,232,556,699,1239,746,1214,576,229,667,1221,1100,1120,1042,990,46,803,1145,1293,1122,976,553,381,628,1377,1085,1109,1644,982
admin_1,fr,fr-93,,116,151,40,14,19,82,125,47,29,42,1,57,31,80,55,31,53,0,9,18,34,41,54,5,15,14,48,10,60,40,64,6,21,21,66,19,49,24,5,21,51,45,50,63,27,13,22,30,71,39,57,33,30,52,67,36,44,134,3,12,46,42,20,73,94,64,26,53,60,112,109,129,57,31,21,182,236,106,213,107,91,101,295,4,293,119,340,5,85,348,130,404,300,352,69,58,506,447,343,592,289,148,347,344,820,455,736,361,261,408,416,911,418,1002,346,288,524,462,1331,900,906,555,190,228,1000,1075,1485,1106,667,291,659,1020,1256,1146,1590,163,255,362,1089,1239,1146,1350,1143
admin_1,fr,fr-94,,44,77,59,18,9,120,49,70,13,67,1,27,85,42,49,53,51,20,10,12,67,80,21,41,18,3,35,4,20,35,40,4,17,28,27,30,37,53,11,22,56,32,52,6,34,9,5,40,31,47,13,23,14,3,41,40,49,42,27,11,1,63,31,59,61,41,20,23,40,98,131,43,61,20,79,71,140,199,70,182,59,91,140,65,197,353,0,75,139,212,238,316,360,195,69,227,399,376,524,380,330,112,440,655,931,170,538,886,180,139,1110,423,1079,705,493,118,927,376,786,729,720,410,255,456,629,845,523,933,683,197,412,1094,531,1128,806,481,212,368,1008,755,1492,894,870
admin_1,fr,fr-95,,55,78,6,5,33,132,48,77,17,70,5,8,96,74,67,44,44,2,2,80,18,23,117,3,4,54,8,92,12,21,35,7,3,43,16,82,97,7,14,18,31,28,22,58,4,0,14,37,33,42,15,30,8,3,51,34,33,39,21,23,20,29,27,71,88,80,17,37,145,41,71,117,73,19,45,152,116,39,70,64,23,52,82,179,122,147,73,61,32,157,120,261,76,106,50,244,3,318,164,169,284,113,96,400,190,450,288,318,72,264,379,414,496,389,395,126,602,278,384,674,328,655,77,411,499,896,802,745,423,289,49,924,786,356,1220,22,205,268,744,689,729,1059,681
