region_schema,region_parent,region_child,agerange,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-14,2020-05-19,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-22,2020-06-27,2020-06-28,2020-07-01,2020-07-04,2020-07-05,2020-07-08,2020-07-09,2020-07-10,2020-07-13,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-24,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-16,2020-08-17
lga,au-vic,darebin,,0,0,0,0,-1,0,1,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,-1,1,0,-1,1,0,1,1,2,0,2,0,-1,3,4,5,0,10,4,4,-3,4,4,-1,15,22,-1,0,26,10,12,9,-5,0,13,-1,4,-2
lga,au-vic,east gippsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,frankston,,0,0,0,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,3,3,0,3,2,-1,2,7,9,0,0,3,4,2,-1,3,2,0,1,0,8
lga,au-vic,gannawarra,,,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,glen eira,,-1,0,-1,1,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,2,-1,1,0,-1,0,1,1,0,0,4,0,1,3,4,3,2,5,7,2,0,8,4,-2,-3,-3,-1,2,-1,-1,2
lga,au-vic,glenelg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,7,0,-1,0,1,0,-1,2,0,1,-4,-1,0,-2
lga,au-vic,golden plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,-2,0,1,2,0,0,2,0,0,0,1,0,0,-2,0,0,-4,-3
lga,au-vic,greater bendigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,0,0,2,3,0,7,1,0,0,7,-1,9,5,3,1,-3,-1,-5,-1
lga,au-vic,greater dandenong,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,2,0,1,1,-1,0,0,0,-2,0,0,0,0,1,-1,0,15,4,7,7,12,25,6,14,12,5,0,22,3,2,7,-4,-9,5,-4,-4,7
lga,au-vic,greater geelong,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,-1,1,0,2,0,0,3,2,5,6,0,4,9,15,14,15,0,18,14,19,4,10,4,12,-1,-11,-3
lga,au-vic,greater shepparton,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,1,0,0,-1,-1,0,0,0,1,0,0,0,0,3,3,1,1,3,3,2,0
lga,au-vic,hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,0
lga,au-vic,hobsons bay,,0,-1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,0,-2,4,3,0,6,-1,7,-3,-4,8,-2,1,2,9,0,12,7,-1,8,6,15,-3,-3,2,-4
lga,au-vic,horsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,-1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-2,1,0,0,0
lga,au-vic,hume,,2,0,1,-1,1,-5,0,-1,0,-3,-3,0,0,0,0,1,1,3,1,1,0,2,-1,-2,-3,-3,1,0,1,2,2,5,10,8,15,15,-16,8,11,0,20,-14,22,8,27,11,0,36,32,2,0,26,3,8,23,-12,7,-2,-13,-10,-16
lga,au-vic,indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
lga,au-vic,kingston,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2,-1,-1,-1,0,0,-1,1,0,1,6,6,5,9,2,-1,1,-2,-3,0,15,13,3,3,2,7,14,5,9,0
lga,au-vic,knox,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-3,3,0,-2,1,0,0,3,-1,2,0,3,2,3,3,-2,2,0,2,2,6,1,2,0,2,4,-1,1
lga,au-vic,latrobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-1,1,0,-1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,1,0,6,1,0,2,4,-5,2
lga,au-vic,loddon,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0
lga,au-vic,macedon ranges,,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,2,2,-1,3,5,1,0,8,2,-1,-6,-4,2,0,0,0,-3
lga,au-vic,manningham,,,,,,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,2,1,3,3,0,4,0,3,-3,0,2,-2,3,3,-1,0,9,7,2,4,-1,-1,-2,0,-4,-1
lga,au-vic,mansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,-1,0
lga,au-vic,maribyrnong,,1,0,0,-1,-2,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,-1,2,0,2,6,3,-1,0,14,8,5,0,3,12,6,14,16,10,0,2,15,1,24,7,4,4,-14,-10,-4
lga,au-vic,maroondah,,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,2,0,0,1,1,0,2,0,1,1,7,2,5,4,1,3,0,1,1,0,-3,0,-4,0,2,-4,-2
lga,au-vic,melbourne,,0,0,0,-1,2,-1,5,-1,-3,-9,0,0,1,0,4,0,3,-1,0,-1,0,2,-3,-2,0,0,1,-1,2,8,-1,1,0,6,29,14,10,24,6,0,35,-25,-2,-13,12,-4,-11,14,-11,1,0,20,-2,1,1,14,1,2,-9,-10,-2
lga,au-vic,melton,,2,1,0,0,0,-1,0,2,-3,1,-2,0,0,-2,0,-1,0,0,1,0,0,-1,-1,0,0,-1,0,0,0,1,1,2,0,-1,-1,-1,-3,3,6,0,18,1,10,4,19,15,8,59,28,11,0,48,5,35,4,-22,16,7,12,-9,-26
lga,au-vic,mildura,,,,,,,,,,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,mitchell,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,0,0,3,-1,1,0,0,0,-2,2,1,0,-2,-1,1,0,2,2,-1,4,2,2,0,4,1,2,-1,-2,1,2,-1,0,-1
lga,au-vic,moira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,0,0
lga,au-vic,monash,,,,,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,2,2,3,3,2,0,5,2,4,2,2,4,4,2,2,5,0,12,-5,8,1,2,-6,-2,-4,-7,1
lga,au-vic,moonee valley,,,,,,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,-2,0,9,10,14,22,19,0,2,-5,-8,-7,2,-1,-4,6,-8,2,0,15,3,-1,8,-6,-3,-2,-1,-4,-8
lga,au-vic,moorabool,,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,0,0,-1,0,4,-1,2,1,-1,-1,-1,1,-4,0
lga,au-vic,moreland,,0,1,0,0,0,0,0,-1,-1,-1,0,-2,0,0,0,-1,0,1,0,-2,0,0,0,0,0,1,0,0,0,1,0,8,3,3,-7,3,2,8,5,0,25,2,31,5,-6,9,8,20,18,18,0,31,7,15,3,9,-6,4,-15,-5,-16
lga,au-vic,mornington peninsula,,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,1,-1,4,1,0,-1,0,2,1,0,0,3,0,3,1,3,0,-1,5,5,9
lga,au-vic,mount alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,-2,0,0,0,-1,0,-1
lga,au-vic,moyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
lga,au-vic,murrindindi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,1,0
lga,au-vic,nillumbik,,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,4,2,-1,2,4,6,0,9,-1,-2,0,1,-3,0,-1,-4,0
lga,au-vic,northern grampians,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,1,0,0,0,0,0,0,-1
lga,au-vic,port phillip,,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,-1,0,0,0,0,0,0,1,1,0,1,1,3,0,-3,2,3,0,2,5,2,-2,2,1,1,-2,4,0,0,3,4,-2,5,3,3,0,-2,8,-5
lga,au-vic,pyrenees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
lga,au-vic,queenscliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,0
lga,au-vic,south gippsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,-1,0,0,1,0,1,1,0,0,0,0,-1,0,0,0
lga,au-vic,southern grampians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
lga,au-vic,stonnington,,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,2,1,0,-1,2,-3,4,4,0,3,0,3,1,3,6,-6,8,2,4,0,-4,0,1,-2,2,2,7,3,-5,-5
lga,au-vic,surf coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,-1,0,0,0,0,3,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0
lga,au-vic,swan hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
lga,au-vic,wangaratta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,warrnambool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,4
lga,au-vic,wellington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,west wimmera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,whitehorse,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,2,1,-1,3,3,0,7,3,0,-1,2,1,1,1,4,1,0,0,0,2,4,2,1,2,3,-5,-6
lga,au-vic,whittlesea,,0,1,-1,3,-3,-1,1,0,0,-4,0,0,0,2,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,1,0,1,-1,7,6,1,1,0,-1,0,39,7,11,15,65,7,18,40,43,2,0,15,12,8,31,3,3,-18,3,-13,-22
lga,au-vic,wodonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,wyndham,,3,-1,0,-2,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,2,0,-1,1,2,1,1,9,36,15,7,20,20,0,41,10,20,21,43,16,-3,69,70,5,0,68,22,4,10,22,-1,-26,14,-28,-24
lga,au-vic,yarra,,0,2,0,0,0,2,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,0,0,-2,3,3,3,3,0,29,6,8,-1,16,6,3,12,0,0,0,8,4,-4,-5,-1,-7,-8,-6,-7,-3
lga,au-vic,yarra ranges,,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,-1,4,43,3,-3,10,18,4,0,20,-3,0,-4,-1,1,1,-6,-7,0
postcode,au-vic,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,1,2,-1
postcode,au-vic,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
postcode,au-vic,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
postcode,au-vic,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,1,-2
postcode,au-vic,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-3,-4
postcode,au-vic,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,-1,-6
postcode,au-vic,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-2,-2
postcode,au-vic,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2
postcode,au-vic,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-6,-5,-4
postcode,au-vic,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-1,1,2
postcode,au-vic,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,-4,2
postcode,au-vic,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,-4
postcode,au-vic,3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-2,-1,1
postcode,au-vic,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-2,-2,-1
postcode,au-vic,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,-4,-12
postcode,au-vic,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-1,-9,-13
postcode,au-vic,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-20,0,-2
postcode,au-vic,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,4,-12,-6
postcode,au-vic,30233023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0
postcode,au-vic,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,2,-7,-7
postcode,au-vic,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,5,2
postcode,au-vic,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,-4
postcode,au-vic,3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,0
postcode,au-vic,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,-2,-3
postcode,au-vic,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21,12,-6,-20
postcode,au-vic,3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,-11,-3
postcode,au-vic,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-3,-3
postcode,au-vic,3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-1,1,-7
postcode,au-vic,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-1,-1
postcode,au-vic,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,0
postcode,au-vic,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0
postcode,au-vic,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,9,-7,-9
postcode,au-vic,3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2,1,-2
postcode,au-vic,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-3,0,-3
postcode,au-vic,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,-1,4
postcode,au-vic,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-1,0
postcode,au-vic,3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,0,-5,-2
postcode,au-vic,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4,-4,-1
postcode,au-vic,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-5,-4,1
postcode,au-vic,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-2,2,-3
postcode,au-vic,3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-5,0
postcode,au-vic,3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,-4
postcode,au-vic,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-2,-1,-2
postcode,au-vic,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
postcode,au-vic,3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,1
postcode,au-vic,3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,-1,7
postcode,au-vic,3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,1,-1
postcode,au-vic,3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,0
postcode,au-vic,3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,0,1,-5
