region_schema,region_parent,region_child,agerange,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-13,2020-05-14,2020-05-16,2020-05-18,2020-05-19,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-19,2020-06-21,2020-06-22,2020-06-24,2020-06-26,2020-06-27,2020-06-28,2020-06-30,2020-07-01,2020-07-03,2020-07-04,2020-07-05,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-12,2020-07-13,2020-07-15,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-23,2020-07-24,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-15,2020-08-16,2020-08-17,2020-08-19,2020-08-21
lga,au-vic,cardinia,,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,6,6,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,6,12,12,15,17,18,21,23,23,27,28,25,35,34,36,36,47,52,60,66,74,76,77,85,91,98,96,95,85,50
lga,au-vic,casey,,4,3,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,3,7,8,9,10,11,11,9,7,8,9,7,6,6,3,2,4,4,6,5,9,9,9,16,15,15,19,19,16,17,16,18,19,17,17,14,14,23,46,46,70,78,103,116,130,157,178,185,186,223,243,262,262,297,310,330,343,349,357,354,344,356,379,356,346,349,205
lga,au-vic,central goldfields,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
lga,au-vic,colac-otway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,27,26,43,47,50,54,54,76,78,76,76,89,87,92,92,92,89,87,85,74,55,48,42,36,15
lga,au-vic,corangamite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,darebin,,3,3,3,3,3,2,1,1,1,1,1,2,3,3,3,3,2,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,4,3,4,4,2,3,5,6,6,7,9,9,12,11,14,18,22,27,30,70,70,80,84,88,86,83,96,100,104,103,118,140,139,139,165,175,233,245,254,249,249,262,261,293,297,295,298,238
lga,au-vic,east gippsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,0,0
lga,au-vic,frankston,,2,2,2,2,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,6,6,9,12,12,15,18,28,30,29,31,38,47,47,47,50,54,64,66,65,68,70,70,71,81,81,89,94,75
lga,au-vic,gannawarra,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,glen eira,,5,4,4,3,4,4,4,4,3,5,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,3,3,5,4,5,6,3,3,2,0,0,1,2,3,3,4,13,13,17,17,18,24,27,31,35,38,40,45,52,54,54,62,66,74,72,69,66,65,67,66,66,65,67,64,43
lga,au-vic,glenelg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,6,6,6,6,13,13,12,12,13,13,14,13,15,15,16,12,11,7,7,5,5,5
lga,au-vic,golden plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,5,8,8,6,5,5,6,8,8,8,10,10,10,10,12,13,13,13,11,11,11,11,7,4,3,1
lga,au-vic,greater bendigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,3,2,3,3,4,4,4,4,4,6,8,11,11,18,19,19,19,26,25,39,48,53,56,57,54,53,54,49,48,38,27
lga,au-vic,greater dandenong,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,0,0,0,2,2,2,3,4,3,2,3,3,4,5,5,5,5,3,3,3,3,2,2,2,3,2,1,1,18,18,33,37,44,63,70,87,99,124,130,144,156,161,161,183,186,200,202,209,205,196,201,197,208,204,211,200,125
lga,au-vic,greater geelong,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,4,5,5,6,8,8,11,13,18,23,29,31,31,35,44,59,73,88,88,106,120,131,150,154,164,168,180,179,169,158,155,151,109
lga,au-vic,greater shepparton,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,1,1,2,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,4,7,8,9,12,15,18,20,20,19,16
lga,au-vic,hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0,0,0,0,0,0,0,0,0,0
lga,au-vic,hobsons bay,,4,4,3,3,3,3,2,1,2,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,4,5,7,12,14,14,12,16,15,18,23,53,53,59,58,65,67,64,76,72,80,78,79,81,90,90,102,109,132,131,139,145,160,157,154,174,176,172,176,141
lga,au-vic,horsham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,4,4,5,7,7,7,7,7,7,7,7,7,6,5,5,5,5,3,4,4,3,3,3,3,2
lga,au-vic,hume,,3,5,5,6,5,8,9,12,14,9,8,8,7,7,4,1,1,1,1,1,2,3,6,7,8,8,11,13,12,10,7,4,3,4,4,5,5,8,10,13,25,27,32,51,61,81,89,104,116,131,115,123,142,153,185,280,280,300,286,308,335,343,354,381,392,392,428,460,462,462,488,491,559,567,590,578,585,583,570,570,560,544,527,339
lga,au-vic,indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0
lga,au-vic,kingston,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,4,5,4,4,3,2,1,1,1,0,4,5,6,13,13,14,20,26,33,38,46,55,57,56,57,55,52,52,67,80,89,92,95,97,104,118,123,123,132,132,136,106
lga,au-vic,knox,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,2,3,4,6,6,6,3,3,3,0,3,4,4,2,3,5,5,4,10,10,13,12,14,22,22,33,36,38,41,44,42,44,44,46,48,55,61,62,64,64,66,70,65,64,65,58,29
lga,au-vic,latrobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,2,3,3,3,4,4,4,6,6,6,6,6,7,7,9,10,15,15,21,22,22,24,28,28,23,25,22,18
lga,au-vic,loddon,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0
lga,au-vic,macedon ranges,,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,5,4,5,6,8,10,12,11,14,19,20,20,28,30,36,35,29,25,27,27,27,32,32,29,28,20
lga,au-vic,manningham,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,1,0,0,0,0,0,0,3,4,5,5,7,8,11,13,16,21,32,32,36,36,39,39,36,38,38,40,38,41,44,43,43,52,59,66,68,72,71,70,68,68,62,58,57,57,33
lga,au-vic,mansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,1,2,2,4,4,4,4,4,4,5,5,5,5,5,4,3,3,3,1
lga,au-vic,maribyrnong,,4,5,5,5,4,4,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,5,6,8,9,8,12,14,14,16,18,24,27,31,30,33,68,68,82,90,95,107,107,128,131,143,149,163,179,189,189,191,206,231,232,256,263,267,271,257,244,234,230,207,130
lga,au-vic,maroondah,,1,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,2,2,0,0,0,0,0,1,3,3,3,3,4,5,6,5,10,10,12,12,13,17,18,24,31,33,38,42,43,46,46,47,48,47,47,44,44,40,40,42,47,43,41,36,21
lga,au-vic,melbourne,,9,9,9,9,8,8,10,13,16,15,13,18,17,14,5,5,5,6,6,10,10,13,12,12,11,11,11,13,10,8,8,8,8,9,8,10,20,18,26,19,8,7,8,12,12,23,29,58,68,82,92,116,155,161,158,264,264,299,274,272,276,263,279,291,287,276,290,279,280,280,300,298,294,295,296,310,311,313,304,300,290,288,274,139
lga,au-vic,melton,,4,6,7,7,7,7,7,11,6,5,6,6,8,5,6,4,4,4,2,2,1,1,1,2,2,2,3,2,1,1,1,0,0,0,0,0,1,2,3,5,4,5,7,12,12,17,16,15,19,18,15,18,21,27,33,106,106,124,125,135,165,169,211,230,245,253,312,340,351,351,399,404,449,484,488,466,482,489,501,515,506,480,459,275
lga,au-vic,mildura,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
lga,au-vic,mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,6,6,6,5,5,3,5,7,8,8,16,16,14,13,14,11,11,11,13,15,14,18,20,22,22,26,27,34,36,35,33,34,36,35,33,33,32,30,18
lga,au-vic,moira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1
lga,au-vic,monash,,,,,1,1,1,1,3,3,2,1,1,2,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,1,1,3,3,5,8,11,13,15,17,26,26,31,33,37,41,43,53,55,59,63,65,67,72,72,84,79,86,94,95,97,91,89,85,83,76,77,82,60
lga,au-vic,moonee valley,,,,,,,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,7,12,14,20,29,27,31,31,40,37,47,61,83,123,142,161,223,223,225,220,212,214,207,217,219,218,214,220,212,214,214,229,232,246,245,253,247,244,242,241,236,232,224,212,107
lga,au-vic,moorabool,,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,5,6,6,9,9,11,12,12,12,11,11,15,14,11,13,14,13,12,11,12,12,8,8,6,8
lga,au-vic,moreland,,2,2,3,3,3,4,4,8,7,7,9,9,8,7,6,6,4,4,4,4,3,3,4,4,2,2,2,2,2,2,2,3,3,3,3,3,5,5,6,8,13,13,21,30,33,34,37,30,30,33,35,43,55,60,78,133,133,158,160,191,222,227,271,265,274,282,302,320,338,338,369,376,386,401,404,413,407,411,396,408,403,387,380,270
lga,au-vic,mornington peninsula,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,8,7,11,12,13,13,13,12,12,14,15,15,15,18,18,25,28,29,32,32,31,36,50,55,64,70,58
lga,au-vic,mount alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,3,3,3,4,4,5,5,3,3,3,3,2,2,2,1,1,0
lga,au-vic,moyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0
lga,au-vic,murrindindi,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0,0,1,2,2,2,4
lga,au-vic,nillumbik,,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,11,11,10,11,11,22,22,34,38,40,39,41,45,51,51,60,59,69,67,67,68,65,65,64,60,56,56,54,46
lga,au-vic,northern grampians,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2,0,1,1,1,1,1,1,1,1,0,0,0
lga,au-vic,port phillip,,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,5,8,9,9,6,8,11,14,13,25,25,27,32,34,37,35,44,46,47,48,46,50,50,50,53,57,68,66,71,74,77,77,75,75,83,78,75,50
lga,au-vic,pyrenees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,2,0,0,0,0,0
lga,au-vic,queenscliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0
lga,au-vic,south gippsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,4,5,6,5,5,5,5,5,4,4,4,4,4,4,1
lga,au-vic,southern grampians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
lga,au-vic,stonnington,,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0,2,4,5,7,7,6,6,8,5,9,11,15,16,32,32,35,35,38,35,36,40,43,49,43,51,53,57,57,53,53,61,62,60,62,64,71,74,70,65,60,47,28
lga,au-vic,surf coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,4,4,4,4,4,3,3,4,4,4,4,4,5,6,6,6,6,6,6,6,6,5,5,6,4
lga,au-vic,swan hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
lga,au-vic,wangaratta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lga,au-vic,warrnambool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5,8,8
lga,au-vic,wellington,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
lga,au-vic,west wimmera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0
lga,au-vic,whitehorse,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,3,5,6,7,6,9,15,18,21,38,38,45,48,48,46,45,55,57,58,59,60,64,65,65,65,65,63,65,69,71,72,74,77,79,74,68,63,33
lga,au-vic,whittlesea,,4,4,5,4,7,7,4,4,4,3,3,4,4,4,0,0,0,0,2,2,3,3,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,6,9,14,14,15,17,16,17,24,30,32,33,34,34,36,35,39,109,109,148,155,166,213,228,262,327,334,352,392,435,437,437,452,464,518,526,557,560,563,545,548,542,529,507,476,330
lga,au-vic,wodonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
lga,au-vic,wyndham,,11,14,13,13,11,11,12,8,4,3,0,1,0,1,0,0,0,0,0,1,1,1,2,2,2,3,4,4,4,4,4,3,0,2,2,1,1,1,2,2,2,4,5,9,10,25,34,70,69,84,91,111,133,153,175,299,299,340,350,370,439,460,476,519,535,532,601,671,676,676,744,766,906,910,920,942,941,915,929,916,888,864,811,467
lga,au-vic,yarra,,3,3,5,5,5,5,5,3,2,4,4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,1,1,1,2,5,8,9,9,14,14,12,12,15,18,21,25,28,31,76,76,105,111,119,124,123,133,149,155,158,170,170,170,170,178,182,190,186,181,180,173,165,159,154,147,144,135,74
lga,au-vic,yarra ranges,,1,1,1,1,1,2,2,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,3,3,3,2,2,5,6,6,7,9,8,16,20,37,80,83,80,90,108,112,112,132,129,140,140,136,135,136,137,131,123,116,116,98,84
postcode,au-vic,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,49,50,52,54,53,49,28
postcode,au-vic,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0
postcode,au-vic,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,4,6,7
postcode,au-vic,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,16,13,14,12,14,5
postcode,au-vic,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,36,36,37,34,30,29,23
postcode,au-vic,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,24,26,29,28,22,21,4
postcode,au-vic,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,22,22,20,18,12,2
postcode,au-vic,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,85,83,80,78,80,72,45
postcode,au-vic,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,62,56,49,44,40,40,15
postcode,au-vic,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,51,50,49,50,52,45,36
postcode,au-vic,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,21,21,17,19,18,16
